theme,model,sample_idx,chunk_idx,n_notes,ctr,chord_match_per_time,ctr_first_beat,scale_match,scale_match_per_time,note_density,pitch_entropy,ngram_3_overlap,ngram_4_overlap,ngram_5_overlap
FlyingHome_IV_Part-1,cmt,1,0,34,0.647059,0.855215,0.500000,0.911765,0.968794,4.250000,2.533797,0.066667,0.000000,0.000000
FlyingHome_IV_Part-1,mingus,0,0,44,0.431818,0.331420,,0.772727,0.719391,5.500000,3.241618,0.048780,0.025000,0.000000
FlyingHome_IV_Part-1,mingus,1,0,29,0.310345,0.228757,0.000000,0.827586,0.790742,3.625000,3.091799,0.038462,0.000000,0.000000
FlyingHome_IV_Part-1,bebopnet,0,0,106,0.358491,0.372452,0.333333,0.679245,0.704683,13.250000,3.493243,0.031250,0.000000,0.000000
FlyingHome_IV_Part-1,bebopnet,1,0,84,0.309524,0.323868,0.666667,0.583333,0.574265,10.500000,3.357711,0.000000,0.000000,0.000000
For Mods Only_II,cmt,0,0,51,0.411765,0.527406,0.666667,0.843137,0.861076,6.375000,2.247233,0.048780,0.022222,0.000000
For Mods Only_II,cmt,0,1,39,0.384615,0.337341,0.000000,0.794872,0.766620,4.875000,2.302774,0.034483,0.000000,0.000000
For Mods Only_II,cmt,0,2,34,0.411765,0.540700,0.500000,0.852941,0.864825,4.250000,2.602066,0.032258,0.000000,0.000000
For Mods Only_II,cmt,0,3,20,0.700000,0.697959,0.666667,0.900000,0.899320,2.500000,1.570951,0.000000,0.000000,0.000000
For Mods Only_II,cmt,1,0,34,0.323529,0.186695,0.333333,0.705882,0.549296,4.250000,2.448558,0.033333,0.000000,0.000000
For Mods Only_II,cmt,1,1,32,0.406250,0.422811,0.166667,0.750000,0.731951,4.000000,2.198826,0.071429,0.035714,0.000000
For Mods Only_II,cmt,1,2,16,0.250000,0.191235,0.000000,0.687500,0.629176,2.000000,2.358459,0.000000,0.000000,0.000000
For Mods Only_II,cmt,1,3,3,0.333333,0.333333,1.000000,1.000000,1.000000,0.375000,1.584963,,,
For Mods Only_II,mingus,0,0,34,0.323529,0.246222,0.333333,0.588235,0.615784,4.250000,3.133863,0.000000,0.000000,0.000000
For Mods Only_II,mingus,0,1,26,0.269231,0.190371,,0.423077,0.351951,3.250000,3.162972,0.000000,0.000000,0.000000
For Mods Only_II,mingus,1,0,25,0.320000,0.244212,0.000000,0.680000,0.587377,3.125000,3.288884,0.000000,0.000000,0.000000
For Mods Only_II,mingus,1,1,21,0.523810,0.582762,1.000000,0.666667,0.764620,2.625000,2.987090,0.000000,0.000000,0.000000
For Mods Only_II,bebopnet,0,0,17,0.529412,0.586909,0.500000,0.823529,0.866909,2.125000,2.933955,0.000000,0.000000,0.000000
For Mods Only_II,bebopnet,0,1,75,0.346667,0.309640,0.333333,0.613333,0.660859,9.375000,3.356790,0.000000,0.000000,0.000000
For Mods Only_II,bebopnet,0,2,132,0.272727,0.263346,0.000000,0.530303,0.555696,16.500000,3.532923,0.008475,0.000000,0.000000
For Mods Only_II,bebopnet,1,0,14,0.428571,0.470966,0.500000,0.642857,0.683029,1.750000,2.842371,0.000000,0.000000,0.000000
For Mods Only_II,bebopnet,1,1,120,0.441667,0.335654,0.666667,0.683333,0.568776,15.000000,3.449829,0.020408,0.000000,0.000000
For Mods Only_II,bebopnet,1,2,167,0.251497,0.235409,0.500000,0.532934,0.518641,20.875000,3.492424,0.000000,0.000000,0.000000
FreightTrane_IV_Part-1,cmt,0,0,42,0.166667,0.115072,0.000000,0.595238,0.470773,5.250000,3.013977,0.027027,0.000000,0.000000
FreightTrane_IV_Part-1,cmt,1,0,35,0.171429,0.411684,0.000000,0.628571,0.806415,4.375000,2.595367,0.031250,0.000000,0.000000
FreightTrane_IV_Part-1,mingus,0,0,35,0.257143,0.267547,,0.542857,0.601981,4.375000,3.225592,0.066667,0.033333,0.000000
FreightTrane_IV_Part-1,mingus,1,0,33,0.363636,0.327273,,0.606061,0.557190,4.125000,3.263458,0.100000,0.000000,0.000000
FreightTrane_IV_Part-1,bebopnet,0,0,46,0.391304,0.347554,0.500000,0.673913,0.648136,5.750000,3.378539,0.190476,0.190476,0.170732
FreightTrane_IV_Part-1,bebopnet,1,0,66,0.348485,0.300063,0.400000,0.621212,0.652647,8.250000,3.314531,0.129032,0.129032,0.114754
GrazingInTheGrassII_III,cmt,0,0,40,0.575000,0.536415,1.000000,0.850000,0.840705,5.000000,2.577167,0.000000,0.000000,0.000000
GrazingInTheGrassII_III,cmt,0,1,39,,,,,,4.875000,2.340875,0.000000,0.000000,0.000000
GrazingInTheGrassII_III,cmt,0,2,38,,,,,,4.750000,2.093866,0.000000,0.000000,0.000000
GrazingInTheGrassII_III,cmt,0,3,39,,,,,,4.875000,2.785403,0.028571,0.000000,0.000000
GrazingInTheGrassII_III,cmt,1,0,19,0.526316,0.592057,0.500000,0.789474,0.789633,2.375000,2.294274,0.000000,0.000000,0.000000
GrazingInTheGrassII_III,cmt,1,1,10,,,,,,1.250000,2.170951,0.000000,0.000000,0.000000
GrazingInTheGrassII_III,cmt,1,2,22,,,,,,2.750000,2.924230,0.000000,0.000000,0.000000
GrazingInTheGrassII_III,cmt,1,3,41,,,,,,5.125000,2.889523,0.000000,0.000000,0.000000
GrazingInTheGrassII_III,mingus,0,0,42,0.500000,0.342870,0.000000,0.714286,0.657871,5.250000,3.305992,0.000000,0.000000,0.000000
GrazingInTheGrassII_III,mingus,0,1,27,,,,,,3.375000,2.907691,0.041667,0.000000,0.000000
GrazingInTheGrassII_III,mingus,0,2,31,,,,,,3.875000,3.329534,0.000000,0.000000,0.000000
GrazingInTheGrassII_III,mingus,1,0,24,0.375000,0.428679,0.000000,0.791667,0.834835,3.000000,2.907268,0.000000,0.000000,0.000000
GrazingInTheGrassII_III,mingus,1,1,21,,,,,,2.625000,3.403989,0.000000,0.000000,0.000000
GrazingInTheGrassII_III,mingus,1,2,33,,,,,,4.125000,3.244877,0.000000,0.000000,0.000000
GrazingInTheGrassII_III,bebopnet,0,0,129,0.395349,0.447035,0.250000,0.558140,0.591820,16.125000,3.417226,0.000000,0.000000,0.000000
GrazingInTheGrassII_III,bebopnet,0,1,96,,,,,,12.000000,3.326774,0.000000,0.000000,0.000000
GrazingInTheGrassII_III,bebopnet,0,2,144,,,,,,18.000000,3.538173,0.000000,0.000000,0.000000
GrazingInTheGrassII_III,bebopnet,1,0,129,0.333333,0.371504,0.500000,0.519380,0.573442,16.125000,3.409027,0.000000,0.000000,0.000000
GrazingInTheGrassII_III,bebopnet,1,1,152,,,,,,19.000000,3.498352,0.015504,0.000000,0.000000
GrazingInTheGrassII_III,bebopnet,1,2,91,,,,,,11.375000,3.387002,0.000000,0.000000,0.000000
GrazingInTheGrass_III,cmt,0,0,35,0.285714,0.378456,0.333333,0.828571,0.863805,4.375000,2.165159,0.000000,0.000000,0.000000
GrazingInTheGrass_III,cmt,0,1,45,0.377778,0.338002,0.333333,0.955556,0.959823,5.625000,2.404087,0.000000,0.000000,0.000000
GrazingInTheGrass_III,cmt,0,2,30,0.300000,0.328645,0.333333,0.833333,0.828218,3.750000,2.697535,0.000000,0.000000,0.000000
GrazingInTheGrass_III,cmt,0,3,42,0.690476,0.738144,1.000000,0.928571,0.962519,5.250000,2.541160,0.027027,0.000000,0.000000
GrazingInTheGrass_III,cmt,1,0,21,0.523810,0.368542,0.400000,0.952381,0.831515,2.625000,2.524733,0.000000,0.000000,0.000000
GrazingInTheGrass_III,cmt,1,1,45,0.400000,0.376003,0.250000,0.844444,0.905358,5.625000,2.940876,0.000000,0.000000,0.000000
GrazingInTheGrass_III,cmt,1,2,19,0.631579,0.765661,0.666667,1.000000,1.000000,2.375000,2.523986,0.000000,0.000000,0.000000
GrazingInTheGrass_III,cmt,1,3,34,0.676471,0.652273,1.000000,0.941176,0.958712,4.250000,2.476635,0.000000,0.000000,0.000000
GrazingInTheGrass_III,mingus,0,0,42,0.500000,0.342870,0.000000,0.738095,0.668693,5.250000,3.305992,0.000000,0.000000,0.000000
GrazingInTheGrass_III,mingus,0,1,22,0.363636,0.299569,0.500000,0.772727,0.773263,2.750000,3.027169,0.000000,0.000000,0.000000
GrazingInTheGrass_III,mingus,0,2,29,0.413793,0.453653,0.666667,0.724138,0.728714,3.625000,3.388009,0.000000,0.000000,0.000000
GrazingInTheGrass_III,mingus,1,0,22,0.318182,0.381818,0.500000,0.772727,0.833333,2.750000,2.828781,0.000000,0.000000,0.000000
GrazingInTheGrass_III,mingus,1,1,21,0.476190,0.410714,,0.714286,0.613312,2.625000,3.213513,0.000000,0.000000,0.000000
GrazingInTheGrass_III,mingus,1,2,33,0.272727,0.248857,,0.696970,0.719003,4.125000,3.349965,0.000000,0.000000,0.000000
GrazingInTheGrass_III,bebopnet,0,0,34,0.264706,0.169553,,0.470588,0.404436,4.250000,3.186604,0.000000,0.000000,0.000000
GrazingInTheGrass_III,bebopnet,0,1,74,0.351351,0.371552,0.000000,0.581081,0.587446,9.250000,3.434381,0.014493,0.000000,0.000000
GrazingInTheGrass_III,bebopnet,0,2,74,0.378378,0.382418,,0.621622,0.624451,9.250000,3.520698,0.000000,0.000000,0.000000
GrazingInTheGrass_III,bebopnet,1,0,47,0.276596,0.335906,0.333333,0.489362,0.560520,5.875000,3.380587,0.000000,0.000000,0.000000
GrazingInTheGrass_III,bebopnet,1,1,110,0.318182,0.346988,0.750000,0.618182,0.659277,13.750000,3.482040,0.000000,0.000000,0.000000
GrazingInTheGrass_III,bebopnet,1,2,122,0.418033,0.444289,0.000000,0.598361,0.625175,15.250000,3.440646,0.000000,0.000000,0.000000
Groovin'_III,cmt,0,0,41,0.853659,0.865745,1.000000,0.975610,0.985354,5.125000,2.180542,0.081081,0.000000,0.000000
Groovin'_III,cmt,0,1,44,0.227273,0.253191,0.000000,0.863636,0.873405,5.500000,2.588986,0.025000,0.000000,0.000000
Groovin'_III,cmt,0,2,42,0.404762,0.348098,0.333333,0.904762,0.853353,5.250000,1.980080,0.000000,0.000000,0.000000
Groovin'_III,cmt,1,0,36,0.750000,0.799603,0.666667,0.888889,0.908730,4.500000,2.450826,0.096774,0.000000,0.000000
Groovin'_III,cmt,1,1,20,0.550000,0.260087,1.000000,0.950000,0.989913,2.500000,2.328213,0.117647,0.062500,0.000000
Groovin'_III,cmt,1,2,42,0.523810,0.658337,0.750000,0.928571,0.916629,5.250000,2.370449,0.000000,0.000000,0.000000
Groovin'_III,mingus,0,0,32,0.218750,0.255675,0.000000,0.562500,0.550414,4.000000,3.113108,0.037037,0.000000,0.000000
Groovin'_III,mingus,0,1,28,0.214286,0.155172,0.333333,0.535714,0.476803,3.500000,3.267376,0.043478,0.000000,0.000000
Groovin'_III,mingus,1,0,21,0.333333,0.179416,1.000000,0.619048,0.601321,2.625000,3.368042,0.000000,0.000000,0.000000
Groovin'_III,mingus,1,1,19,0.421053,0.344410,,0.578947,0.476973,2.375000,3.181366,0.000000,0.000000,0.000000
Groovin'_III,bebopnet,0,0,42,0.357143,0.457212,1.000000,0.547619,0.586182,5.250000,3.370039,0.000000,0.000000,0.000000
Groovin'_III,bebopnet,0,1,121,0.297521,0.282291,,0.578512,0.574337,15.125000,3.518352,0.027523,0.000000,0.000000
Groovin'_III,bebopnet,1,0,120,0.400000,0.393291,0.250000,0.550000,0.545788,15.000000,3.477274,0.009615,0.000000,0.000000
Groovin'_III,bebopnet,1,1,93,0.344086,0.354466,0.333333,0.602151,0.622440,11.625000,3.520859,0.012821,0.000000,0.000000
HappyPeople_IV_Part-1,cmt,0,0,44,0.568182,0.527440,0.500000,0.818182,0.837937,5.500000,3.054152,0.048780,0.025000,0.000000
HappyPeople_IV_Part-1,cmt,0,1,46,0.391304,0.425259,0.500000,0.913043,0.931056,5.750000,2.436718,0.025000,0.000000,0.000000
HappyPeople_IV_Part-1,cmt,1,0,41,0.487805,0.483582,,0.731707,0.671642,5.125000,2.783362,0.000000,0.000000,0.000000
HappyPeople_IV_Part-1,cmt,1,1,22,0.590909,0.444529,0.666667,0.954545,0.985990,2.750000,2.208987,0.052632,0.000000,0.000000
HappyPeople_IV_Part-1,mingus,0,0,39,0.461538,0.399638,,0.769231,0.745781,4.875000,3.327337,0.000000,0.000000,0.000000
HappyPeople_IV_Part-1,mingus,1,0,31,0.483871,0.509031,1.000000,0.870968,0.907482,3.875000,3.106318,0.000000,0.000000,0.000000
HappyPeople_IV_Part-1,bebopnet,0,0,56,0.660714,0.785700,0.500000,0.982143,0.971362,7.000000,2.520832,0.500000,0.419355,0.371429
HappyPeople_IV_Part-1,bebopnet,0,1,107,0.411215,0.534415,0.333333,0.607477,0.703281,13.375000,3.431478,0.204545,0.172043,0.159574
HappyPeople_IV_Part-1,bebopnet,1,0,58,0.689655,0.791517,0.800000,0.965517,0.951524,7.250000,2.552811,0.406250,0.351351,0.317073
HappyPeople_IV_Part-1,bebopnet,1,1,81,0.432099,0.526743,0.333333,0.666667,0.722373,10.125000,3.437311,0.271429,0.219178,0.205479
HideNSeek_III,cmt,0,0,37,0.567568,0.546269,0.666667,0.594595,0.577399,4.625000,1.783785,0.111111,0.033333,0.000000
HideNSeek_III,cmt,0,1,30,0.566667,0.580229,0.250000,0.700000,0.698739,3.750000,2.346466,0.000000,0.000000,0.000000
HideNSeek_III,cmt,0,2,26,0.576923,0.375365,0.500000,0.730769,0.767770,3.250000,2.387403,0.000000,0.000000,0.000000
HideNSeek_III,cmt,0,3,46,0.565217,0.592710,0.500000,0.717391,0.720127,5.750000,3.274824,0.023810,0.000000,0.000000
HideNSeek_III,cmt,1,0,14,0.571429,0.678328,1.000000,0.571429,0.678328,1.750000,1.985228,0.300000,0.200000,0.111111
HideNSeek_III,cmt,1,1,36,0.444444,0.468116,0.500000,0.638889,0.627246,4.500000,2.525471,0.031250,0.000000,0.000000
HideNSeek_III,cmt,1,2,16,0.562500,0.296165,1.000000,0.875000,0.944501,2.000000,2.858459,0.000000,0.000000,0.000000
HideNSeek_III,cmt,1,3,15,0.533333,0.445465,,0.600000,0.608477,1.875000,2.706891,0.000000,0.000000,0.000000
HideNSeek_III,mingus,0,0,32,0.375000,0.451411,1.000000,0.531250,0.638088,4.000000,3.175608,0.076923,0.000000,0.000000
HideNSeek_III,mingus,0,1,18,0.333333,0.351788,,0.555556,0.558121,2.250000,2.974938,0.000000,0.000000,0.000000
HideNSeek_III,mingus,1,0,23,0.347826,0.349458,0.000000,0.652174,0.575271,2.875000,2.959468,0.050000,0.000000,0.000000
HideNSeek_III,mingus,1,1,22,0.227273,0.209291,,0.681818,0.796258,2.750000,3.049452,0.000000,0.000000,0.000000
HideNSeek_III,bebopnet,0,0,32,0.531250,0.471693,0.500000,0.625000,0.585435,4.000000,3.316428,0.035714,0.000000,0.000000
HideNSeek_III,bebopnet,0,1,31,0.516129,0.544349,,0.806452,0.774455,3.875000,3.008914,0.000000,0.000000,0.000000
HideNSeek_III,bebopnet,0,2,66,0.409091,0.419956,0.000000,0.636364,0.587805,8.250000,3.413744,0.000000,0.000000,0.000000
HideNSeek_III,bebopnet,1,0,32,0.531250,0.471693,0.500000,0.625000,0.585435,4.000000,3.316428,0.035714,0.000000,0.000000
HideNSeek_III,bebopnet,1,1,71,0.408451,0.490285,0.333333,0.619718,0.601252,8.875000,3.516299,0.000000,0.000000,0.000000
HideNSeek_III,bebopnet,1,2,141,0.411348,0.411003,0.500000,0.695035,0.676500,17.625000,3.435082,0.024590,0.000000,0.000000
Hippies_III,cmt,0,0,36,0.694444,0.666667,1.000000,1.000000,1.000000,4.500000,2.042533,0.071429,0.033333,0.000000
Hippies_III,cmt,0,1,38,0.394737,0.506024,1.000000,0.842105,0.908930,4.750000,2.625887,0.029412,0.000000,0.000000
Hippies_III,cmt,0,2,47,0.319149,0.276341,0.500000,0.510638,0.491533,5.875000,2.818691,0.000000,0.000000,0.000000
Hippies_III,cmt,1,0,24,0.708333,0.621756,0.500000,0.916667,0.853626,3.000000,2.249390,0.000000,0.000000,0.000000
Hippies_III,cmt,1,1,25,0.240000,0.352847,0.500000,0.800000,0.892275,3.125000,2.752488,0.095238,0.047619,0.000000
Hippies_III,cmt,1,2,28,0.107143,0.045773,0.000000,0.250000,0.229365,3.500000,2.409661,0.040000,0.000000,0.000000
Hippies_III,mingus,0,0,37,0.405405,0.371103,0.333333,0.648649,0.685630,4.625000,3.317827,0.031250,0.000000,0.000000
Hippies_III,mingus,0,1,28,0.321429,0.285038,,0.785714,0.881995,3.500000,2.954701,0.000000,0.000000,0.000000
Hippies_III,mingus,1,0,22,0.454545,0.450145,0.000000,0.727273,0.637805,2.750000,2.992856,0.000000,0.000000,0.000000
Hippies_III,mingus,1,1,22,0.500000,0.620667,1.000000,0.772727,0.759159,2.750000,3.140361,0.000000,0.000000,0.000000
Hippies_III,bebopnet,0,0,56,0.678571,0.693035,1.000000,0.964286,0.959993,7.000000,2.299130,0.310345,0.285714,0.256410
Hippies_III,bebopnet,0,1,26,0.153846,0.130455,0.333333,0.500000,0.596818,3.250000,2.855279,0.045455,0.000000,0.000000
Hippies_III,bebopnet,0,2,138,0.311594,0.291334,1.000000,0.659420,0.649760,17.250000,3.513988,0.008130,0.000000,0.000000
Hippies_III,bebopnet,1,0,56,0.678571,0.693035,1.000000,0.964286,0.959993,7.000000,2.299130,0.310345,0.285714,0.256410
Hippies_III,bebopnet,1,1,20,0.100000,0.105083,0.000000,0.500000,0.586236,2.500000,2.784184,0.062500,0.000000,0.000000
Hippies_III,bebopnet,1,2,88,0.261364,0.351664,0.000000,0.613636,0.687515,11.000000,3.429987,0.012195,0.000000,0.000000
ItAintNec(Green)_III,cmt,0,0,57,0.192982,0.269443,0.000000,0.421053,0.459639,7.125000,3.056208,0.092593,0.018868,0.000000
ItAintNec(Green)_III,cmt,0,1,47,0.319149,0.239253,0.000000,0.723404,0.771420,5.875000,3.119267,0.048780,0.023256,0.000000
ItAintNec(Green)_III,cmt,1,0,39,0.128205,0.095197,0.000000,0.410256,0.364777,4.875000,2.282928,0.171429,0.057143,0.029412
ItAintNec(Green)_III,cmt,1,1,55,0.309091,0.384777,0.000000,0.836364,0.867845,6.875000,3.119604,0.019231,0.000000,0.000000
ItAintNec(Green)_III,mingus,0,0,47,0.319149,0.343534,,0.553191,0.539604,5.875000,3.291723,0.024390,0.000000,0.000000
ItAintNec(Green)_III,mingus,1,0,36,0.305556,0.197649,0.000000,0.638889,0.484844,4.500000,3.475655,0.030303,0.000000,0.000000
ItAintNec(Green)_III,bebopnet,0,0,68,0.264706,0.256349,0.000000,0.500000,0.511054,8.500000,3.235109,0.285714,0.254902,0.226415
ItAintNec(Green)_III,bebopnet,0,1,46,0.239130,0.273718,0.500000,0.543478,0.559822,5.750000,3.415564,0.000000,0.000000,0.000000
ItAintNec(Green)_III,bebopnet,1,0,133,0.345865,0.291555,0.166667,0.571429,0.522530,16.625000,3.482907,0.149533,0.113043,0.101695
ItAintNec(Green)_III,bebopnet,1,1,153,0.287582,0.292804,0.500000,0.607843,0.593672,19.125000,3.498877,0.000000,0.000000,0.000000
ItAintNec(Sting)_III,cmt,0,0,45,0.488889,0.508071,0.500000,0.822222,0.802844,5.625000,2.742401,0.047619,0.024390,0.000000
ItAintNec(Sting)_III,cmt,0,1,55,0.236364,0.237195,0.200000,0.781818,0.736237,6.875000,2.227783,0.020833,0.019608,0.000000
ItAintNec(Sting)_III,cmt,0,2,39,0.538462,0.592125,0.600000,0.794872,0.851590,4.875000,2.447683,0.000000,0.000000,0.000000
ItAintNec(Sting)_III,cmt,0,3,49,0.346939,0.329987,0.000000,0.653061,0.622909,6.125000,2.709753,0.093023,0.022222,0.000000
ItAintNec(Sting)_III,cmt,1,0,28,0.571429,0.638340,0.500000,0.785714,0.767589,3.500000,2.680086,0.000000,0.000000,0.000000
ItAintNec(Sting)_III,cmt,1,1,30,0.266667,0.245433,0.000000,0.733333,0.811680,3.750000,2.454773,0.080000,0.040000,0.040000
ItAintNec(Sting)_III,cmt,1,2,37,0.459459,0.521158,0.000000,0.837838,0.898385,4.625000,2.696110,0.000000,0.000000,0.000000
ItAintNec(Sting)_III,cmt,1,3,34,0.500000,0.575641,1.000000,0.941176,0.969413,4.250000,2.698488,0.066667,0.000000,0.000000
ItAintNec(Sting)_III,mingus,0,0,50,0.620000,0.657526,0.500000,0.880000,0.900557,6.250000,2.876245,0.444444,0.447368,0.435897
ItAintNec(Sting)_III,mingus,1,0,50,0.620000,0.657526,0.500000,0.880000,0.900557,6.250000,2.876245,0.444444,0.447368,0.435897
ItAintNec(Sting)_III,bebopnet,0,0,49,0.632653,0.648977,0.666667,0.897959,0.927957,6.125000,2.636586,0.533333,0.548387,0.562500
ItAintNec(Sting)_III,bebopnet,0,1,40,0.400000,0.282353,0.333333,0.675000,0.574449,5.000000,3.180710,0.242424,0.088235,0.029412
ItAintNec(Sting)_III,bebopnet,0,2,37,0.378378,0.374467,0.000000,0.621622,0.563080,4.625000,3.015036,0.000000,0.000000,0.000000
ItAintNec(Sting)_III,bebopnet,0,3,133,0.353383,0.333267,0.500000,0.631579,0.625471,16.625000,3.526542,0.041667,0.000000,0.000000
ItAintNec(Sting)_III,bebopnet,1,0,49,0.632653,0.648977,0.666667,0.897959,0.927957,6.125000,2.636586,0.533333,0.548387,0.562500
ItAintNec(Sting)_III,bebopnet,1,1,44,0.318182,0.359976,0.250000,0.681818,0.741091,5.500000,3.348795,0.200000,0.078947,0.052632
ItAintNec(Sting)_III,bebopnet,1,2,103,0.349515,0.390190,0.600000,0.592233,0.571053,12.875000,3.409738,0.000000,0.000000,0.000000
ItAintNec(Sting)_III,bebopnet,1,3,146,0.321918,0.349030,0.000000,0.575342,0.589175,18.250000,3.464688,0.023256,0.007143,0.000000
Its your thing_II,cmt,0,0,42,0.500000,0.576538,0.750000,0.785714,0.858462,5.250000,2.568428,0.085714,0.000000,0.000000
Its your thing_II,cmt,0,1,53,0.490566,0.499318,0.400000,0.679245,0.649284,6.625000,2.722308,0.068182,0.000000,0.000000
Its your thing_II,cmt,0,2,42,0.404762,0.418737,0.500000,0.785714,0.865173,5.250000,2.994108,0.102564,0.000000,0.000000
Its your thing_II,cmt,1,0,36,0.472222,0.538171,0.250000,0.944444,0.923238,4.500000,2.245364,0.107143,0.000000,0.000000
Its your thing_II,cmt,1,1,46,0.565217,0.576967,0.750000,0.608696,0.605758,5.750000,2.767325,0.057143,0.000000,0.000000
Its your thing_II,cmt,1,2,52,0.365385,0.223833,0.500000,0.711538,0.797333,6.500000,3.133825,0.085106,0.000000,0.000000
Its your thing_II,mingus,0,0,45,0.355556,0.344635,0.000000,0.733333,0.685132,5.625000,3.348204,0.000000,0.000000,0.000000
Its your thing_II,mingus,0,1,32,0.468750,0.409192,1.000000,0.656250,0.643463,4.000000,3.301916,0.068966,0.000000,0.000000
Its your thing_II,mingus,1,0,32,0.375000,0.343864,0.000000,0.781250,0.727802,4.000000,3.238609,0.000000,0.000000,0.000000
Its your thing_II,mingus,1,1,38,0.342105,0.315947,1.000000,0.578947,0.606888,4.750000,3.356077,0.028571,0.000000,0.000000
Its your thing_II,bebopnet,0,0,102,0.450980,0.438988,0.600000,0.735294,0.743672,12.750000,3.243816,0.101124,0.107527,0.096774
Its your thing_II,bebopnet,0,1,132,0.318182,0.300215,0.333333,0.545455,0.541202,16.500000,3.528828,0.044248,0.000000,0.000000
Its your thing_II,bebopnet,1,0,113,0.460177,0.494366,0.666667,0.690265,0.744110,14.125000,3.179267,0.089888,0.090000,0.088235
Its your thing_II,bebopnet,1,1,115,0.495652,0.496609,0.750000,0.573913,0.572522,14.375000,3.400165,0.028571,0.000000,0.000000
James Bond_I,cmt,0,0,39,0.487179,0.483417,0.333333,0.923077,0.900045,4.875000,2.207101,0.090909,0.057143,0.000000
James Bond_I,cmt,0,1,27,0.481481,0.518909,0.250000,0.962963,0.981219,3.375000,1.956086,0.095238,0.047619,0.000000
James Bond_I,cmt,0,2,23,0.826087,0.796443,0.666667,0.913043,0.970751,2.875000,2.137877,0.000000,0.000000,0.000000
James Bond_I,cmt,0,3,32,0.218750,0.253036,0.200000,0.812500,0.843124,4.000000,2.235621,0.222222,0.074074,0.000000
James Bond_I,cmt,0,4,36,0.611111,0.706139,1.000000,0.944444,0.933164,4.500000,2.366466,0.125000,0.125000,0.064516
James Bond_I,cmt,1,0,39,0.666667,0.637343,0.750000,1.000000,1.000000,4.875000,2.206761,0.029412,0.000000,0.000000
James Bond_I,cmt,1,1,25,0.680000,0.672297,0.600000,1.000000,1.000000,3.125000,1.761706,0.050000,0.000000,0.000000
James Bond_I,cmt,1,2,19,0.684211,0.784421,1.000000,0.842105,0.872136,2.375000,2.018216,0.000000,0.000000,0.000000
James Bond_I,cmt,1,3,26,0.153846,0.079641,0.250000,0.807692,0.795166,3.250000,2.392747,0.000000,0.000000,0.000000
James Bond_I,cmt,1,4,47,0.361702,0.385871,0.400000,0.957447,0.944814,5.875000,2.010580,0.088235,0.052632,0.000000
James Bond_I,mingus,0,0,35,0.428571,0.430291,0.250000,0.714286,0.804358,4.375000,3.317114,0.000000,0.000000,0.000000
James Bond_I,mingus,0,1,21,0.380952,0.389980,1.000000,0.666667,0.562577,2.625000,3.100917,0.000000,0.000000,0.000000
James Bond_I,mingus,0,2,30,0.333333,0.353430,0.000000,0.733333,0.825131,3.750000,3.228934,0.000000,0.000000,0.000000
James Bond_I,mingus,1,0,23,0.347826,0.253541,0.500000,0.782609,0.753364,2.875000,3.315978,0.000000,0.000000,0.000000
James Bond_I,mingus,1,1,23,0.391304,0.337244,0.500000,0.652174,0.569843,2.875000,3.137723,0.000000,0.000000,0.000000
James Bond_I,mingus,1,2,31,0.161290,0.067643,0.000000,0.645161,0.587365,3.875000,3.280832,0.000000,0.000000,0.000000
James Bond_I,bebopnet,0,0,53,0.358491,0.323051,0.250000,0.754717,0.757788,6.625000,3.177458,0.217391,0.224490,0.166667
James Bond_I,bebopnet,0,1,98,0.265306,0.278723,0.000000,0.561224,0.551016,12.250000,3.403877,0.023256,0.000000,0.000000
James Bond_I,bebopnet,0,2,125,0.272000,0.251260,0.000000,0.640000,0.645671,15.625000,3.418877,0.009174,0.000000,0.000000
James Bond_I,bebopnet,0,3,144,0.263889,0.249238,0.000000,0.625000,0.639747,18.000000,3.528696,0.030769,0.000000,0.000000
James Bond_I,bebopnet,1,0,73,0.369863,0.286648,0.250000,0.712329,0.722275,9.125000,3.310350,0.171875,0.159420,0.117647
James Bond_I,bebopnet,1,1,80,0.225000,0.222222,,0.500000,0.498208,10.000000,3.471310,0.040000,0.013158,0.000000
James Bond_I,bebopnet,1,2,136,0.235294,0.201852,0.400000,0.595588,0.557988,17.000000,3.471031,0.000000,0.000000,0.000000
James Bond_I,bebopnet,1,3,126,0.246032,0.243125,0.333333,0.626984,0.617912,15.750000,3.462988,0.008850,0.000000,0.000000
Jean De Fleur_I,cmt,0,0,34,0.441176,0.487699,,0.470588,0.500000,4.250000,2.488506,0.074074,0.000000,0.000000
Jean De Fleur_I,cmt,0,1,28,0.464286,0.647736,1.000000,0.464286,0.647736,3.500000,2.611500,0.000000,0.000000,0.000000
Jean De Fleur_I,cmt,0,2,27,0.666667,0.551591,1.000000,0.777778,0.782092,3.375000,2.474006,0.000000,0.000000,0.000000
Jean De Fleur_I,cmt,0,3,40,0.500000,0.563988,0.333333,0.675000,0.773065,5.000000,2.584184,0.028571,0.000000,0.000000
Jean De Fleur_I,cmt,0,4,42,0.404762,0.450375,0.333333,0.833333,0.746627,5.250000,2.341935,0.060606,0.000000,0.000000
Jean De Fleur_I,cmt,0,5,34,0.470588,0.415688,0.250000,0.500000,0.446309,4.250000,2.025357,0.000000,0.000000,0.000000
