theme,model,sample_idx,chunk_idx,n_notes,ctr,chord_match_per_time,ctr_first_beat,scale_match,scale_match_per_time,note_density,pitch_entropy,ngram_3_overlap,ngram_4_overlap,ngram_5_overlap
SirDuke_IV_Part-2,bebopnet,0,0,125,0.240000,0.263365,0.200000,0.576000,0.578136,15.625000,3.527192,0.051724,0.008333,0.000000
SirDuke_IV_Part-2,bebopnet,0,1,131,0.267176,0.288786,0.500000,0.564885,0.579890,16.375000,3.551171,0.058333,0.000000,0.000000
SirDuke_IV_Part-2,bebopnet,1,0,130,0.315385,0.350414,0.166667,0.638462,0.657454,16.250000,3.453480,0.045045,0.000000,0.000000
SirDuke_IV_Part-2,bebopnet,1,1,133,0.240602,0.235130,0.000000,0.503759,0.477230,16.625000,3.527557,0.057377,0.000000,0.000000
SirDuke_V,cmt,0,0,41,0.414634,0.399581,,0.853659,0.907757,5.125000,2.436854,0.000000,0.000000,0.000000
SirDuke_V,cmt,0,1,40,0.150000,0.104462,0.250000,0.550000,0.519476,5.000000,2.678067,0.000000,0.000000,0.000000
SirDuke_V,cmt,0,2,40,0.375000,0.597906,0.500000,0.700000,0.803702,5.000000,3.262415,0.027778,0.000000,0.000000
SirDuke_V,cmt,0,3,57,0.789474,0.827824,1.000000,0.947368,0.959229,7.125000,2.472121,0.081633,0.019608,0.000000
SirDuke_V,cmt,1,0,48,0.437500,0.444384,0.400000,0.708333,0.583693,6.000000,2.318145,0.023256,0.000000,0.000000
SirDuke_V,cmt,1,1,38,0.421053,0.398636,1.000000,0.657895,0.659640,4.750000,3.061254,0.029412,0.000000,0.000000
SirDuke_V,cmt,1,2,33,0.181818,0.087025,0.000000,0.515152,0.731324,4.125000,2.867782,0.066667,0.000000,0.000000
SirDuke_V,cmt,1,3,88,0.761364,0.761423,0.500000,0.988636,0.990654,11.000000,2.410668,0.111111,0.000000,0.000000
SirDuke_V,mingus,0,0,40,0.425000,0.503908,0.000000,0.650000,0.666667,5.000000,3.191919,0.000000,0.000000,0.000000
SirDuke_V,mingus,0,1,40,0.350000,0.341931,,0.625000,0.774503,5.000000,3.242897,0.083333,0.000000,0.000000
SirDuke_V,mingus,1,0,31,0.322581,0.304599,0.000000,0.741935,0.723203,3.875000,3.333589,0.000000,0.000000,0.000000
SirDuke_V,mingus,1,1,33,0.393939,0.371764,,0.696970,0.856437,4.125000,3.051229,0.033333,0.000000,0.000000
SirDuke_V,bebopnet,0,0,125,0.240000,0.263365,0.200000,0.576000,0.578136,15.625000,3.527192,0.051724,0.008333,0.000000
SirDuke_V,bebopnet,0,1,131,0.267176,0.288786,0.500000,0.564885,0.579890,16.375000,3.551171,0.058333,0.000000,0.000000
SirDuke_V,bebopnet,1,0,130,0.315385,0.350414,0.166667,0.638462,0.657454,16.250000,3.453480,0.045045,0.000000,0.000000
SirDuke_V,bebopnet,1,1,133,0.240602,0.235130,0.000000,0.503759,0.477230,16.625000,3.527557,0.057377,0.000000,0.000000
SoTired_IV_Part-1,cmt,0,0,33,0.393939,0.399818,1.000000,0.515152,0.466606,4.125000,2.852312,0.000000,0.000000,0.000000
SoTired_IV_Part-1,cmt,0,1,39,0.820513,0.797856,0.833333,0.846154,0.808882,4.875000,1.813820,0.100000,0.030303,0.000000
SoTired_IV_Part-1,cmt,0,2,43,0.395349,0.315789,0.600000,0.534884,0.605024,5.375000,3.097079,0.000000,0.000000,0.000000
SoTired_IV_Part-1,cmt,1,0,21,0.333333,0.192348,1.000000,0.333333,0.192348,2.625000,2.951143,0.000000,0.000000,0.000000
SoTired_IV_Part-1,cmt,1,1,37,0.810811,0.905762,0.750000,0.864865,0.936986,4.625000,2.475984,0.111111,0.000000,0.000000
SoTired_IV_Part-1,cmt,1,2,44,0.295455,0.384347,0.250000,0.409091,0.478453,5.500000,3.035152,0.000000,0.000000,0.000000
SoTired_IV_Part-1,mingus,0,0,29,0.413793,0.302975,0.000000,0.586207,0.405785,3.625000,2.983342,0.000000,0.000000,0.000000
SoTired_IV_Part-1,mingus,0,1,26,0.230769,0.195141,0.000000,0.500000,0.516928,3.250000,3.324500,0.045455,0.000000,0.000000
SoTired_IV_Part-1,mingus,1,0,25,0.320000,0.442981,1.000000,0.640000,0.653238,3.125000,2.972879,0.000000,0.000000,0.000000
SoTired_IV_Part-1,mingus,1,1,22,0.318182,0.442320,,0.500000,0.505643,2.750000,3.322179,0.000000,0.000000,0.000000
SoTired_IV_Part-1,bebopnet,0,0,64,0.375000,0.369458,0.500000,0.562500,0.596283,8.000000,3.368868,0.259259,0.228070,0.206897
SoTired_IV_Part-1,bebopnet,0,1,67,0.298507,0.269253,0.000000,0.522388,0.497126,8.375000,3.486556,0.050000,0.000000,0.000000
SoTired_IV_Part-1,bebopnet,1,0,69,0.318841,0.301597,0.333333,0.608696,0.639721,8.625000,3.197900,0.237288,0.209677,0.190476
SoTired_IV_Part-1,bebopnet,1,1,141,0.411348,0.412169,0.500000,0.666667,0.652517,17.625000,3.449686,0.040323,0.007463,0.000000
Soon_III,cmt,0,0,19,0.263158,0.440364,0.000000,0.684211,0.746545,2.375000,2.945039,0.062500,0.000000,0.000000
Soon_III,cmt,0,1,40,0.200000,0.295849,0.333333,0.950000,0.966233,5.000000,1.691919,0.107143,0.093750,0.030303
Soon_III,cmt,0,2,18,0.444444,0.733455,0.500000,0.722222,0.813455,2.250000,2.974938,0.000000,0.000000,0.000000
Soon_III,cmt,0,3,24,0.708333,0.808912,0.400000,0.916667,0.970293,3.000000,2.469508,0.000000,0.000000,0.000000
Soon_III,cmt,1,0,13,0.692308,0.724715,0.500000,0.769231,0.748336,1.625000,2.411602,0.000000,0.000000,0.000000
Soon_III,cmt,1,1,21,0.285714,0.360000,0.500000,0.761905,0.879636,2.625000,2.201079,0.000000,0.000000,0.000000
Soon_III,cmt,1,2,13,0.461538,0.283659,0.500000,0.769231,0.590724,1.625000,1.950064,0.000000,0.000000,0.000000
Soon_III,cmt,1,3,57,0.298246,0.281210,0.200000,0.754386,0.686834,7.125000,2.774696,0.019231,0.000000,0.000000
Soon_III,mingus,0,0,37,0.243243,0.217552,0.250000,0.648649,0.670464,4.625000,3.246502,0.000000,0.000000,0.000000
Soon_III,mingus,0,1,27,0.296296,0.278952,0.000000,0.592593,0.547591,3.375000,3.306020,0.000000,0.000000,0.000000
Soon_III,mingus,1,0,27,0.407407,0.462837,0.333333,0.629630,0.712581,3.375000,3.278061,0.000000,0.000000,0.000000
Soon_III,mingus,1,1,23,0.347826,0.452194,,0.652174,0.868025,2.875000,3.360306,0.000000,0.000000,0.000000
Soon_III,bebopnet,0,0,125,0.448000,0.412236,0.500000,0.664000,0.685027,15.625000,3.301517,0.000000,0.000000,0.000000
Soon_III,bebopnet,0,1,124,0.354839,0.342469,0.000000,0.612903,0.641368,15.500000,3.492816,0.017391,0.000000,0.000000
Soon_III,bebopnet,1,0,158,0.297468,0.294232,0.500000,0.537975,0.511302,19.750000,3.562263,0.000000,0.000000,0.000000
Soon_III,bebopnet,1,1,107,0.327103,0.314992,0.000000,0.616822,0.617940,13.375000,3.383540,0.010309,0.000000,0.000000
SoulStation_III,cmt,0,0,42,0.285714,0.270795,0.333333,0.714286,0.643715,5.250000,2.633266,0.028571,0.000000,0.000000
SoulStation_III,cmt,0,1,43,0.279070,0.279718,0.250000,0.697674,0.666569,5.375000,2.976545,0.100000,0.025641,0.000000
SoulStation_III,cmt,1,0,24,0.333333,0.216462,0.333333,0.708333,0.686799,3.000000,2.752705,0.050000,0.000000,0.000000
SoulStation_III,cmt,1,1,28,0.321429,0.190935,0.500000,0.607143,0.411552,3.500000,3.036505,0.080000,0.000000,0.000000
SoulStation_III,mingus,0,0,34,0.411765,0.464435,,0.705882,0.790020,4.250000,3.185374,0.032258,0.000000,0.000000
SoulStation_III,mingus,1,0,24,0.541667,0.520000,1.000000,0.791667,0.826727,3.000000,3.184561,0.047619,0.000000,0.000000
SoulStation_III,bebopnet,0,0,48,0.520833,0.585485,0.500000,0.770833,0.782513,6.000000,3.091431,0.045455,0.022727,0.000000
SoulStation_III,bebopnet,1,0,58,0.396552,0.496000,0.400000,0.672414,0.714182,7.250000,3.298300,0.074074,0.037037,0.000000
Sunny_II,cmt,0,0,38,0.315789,0.308252,0.400000,0.473684,0.458059,4.750000,2.769064,0.028571,0.000000,0.000000
Sunny_II,cmt,0,1,38,0.526316,0.440807,0.000000,0.789474,0.800327,4.750000,2.700224,0.066667,0.032258,0.000000
Sunny_II,cmt,1,0,42,0.357143,0.286992,0.250000,0.595238,0.516316,5.250000,2.393408,0.083333,0.027027,0.000000
Sunny_II,cmt,1,1,9,0.666667,0.665653,,0.777778,0.775076,1.125000,2.058814,0.333333,0.000000,0.000000
Sunny_II,mingus,0,0,30,0.166667,0.241508,,0.366667,0.434680,3.750000,3.289246,0.038462,0.000000,0.000000
Sunny_II,mingus,1,0,19,0.210526,0.276862,,0.421053,0.436941,2.375000,2.839776,0.062500,0.000000,0.000000
Sunny_II,bebopnet,0,0,42,0.285714,0.385019,0.000000,0.500000,0.554389,5.250000,3.440170,0.000000,0.000000,0.000000
Sunny_II,bebopnet,1,0,125,0.352000,0.348609,0.000000,0.616000,0.653729,15.625000,3.524703,0.026786,0.000000,0.000000
TakeTheATrain_IV_Part-2,cmt,0,0,21,0.904762,0.971161,1.000000,0.952381,0.985581,2.625000,1.818329,0.000000,0.000000,0.000000
TakeTheATrain_IV_Part-2,cmt,0,1,18,0.555556,0.432363,0.500000,0.944444,0.986362,2.250000,2.258460,0.000000,0.000000,0.000000
TakeTheATrain_IV_Part-2,cmt,0,2,13,0.769231,0.892050,1.000000,0.769231,0.892050,1.625000,2.287784,0.000000,0.000000,0.000000
TakeTheATrain_IV_Part-2,cmt,1,0,4,0.500000,0.701254,,0.750000,0.770219,0.500000,1.500000,0.000000,,
TakeTheATrain_IV_Part-2,cmt,1,1,12,0.666667,0.807986,0.000000,1.000000,1.000000,1.500000,1.784159,0.111111,0.000000,0.000000
TakeTheATrain_IV_Part-2,cmt,1,2,4,0.750000,0.653640,1.000000,1.000000,1.000000,0.500000,1.500000,0.000000,,
TakeTheATrain_IV_Part-2,mingus,0,0,41,0.439024,0.465029,0.333333,0.585366,0.620039,5.125000,3.183517,0.000000,0.000000,0.000000
TakeTheATrain_IV_Part-2,mingus,0,1,30,0.366667,0.347945,,0.733333,0.741005,3.750000,3.257426,0.000000,0.000000,0.000000
TakeTheATrain_IV_Part-2,mingus,1,0,25,0.360000,0.403987,0.000000,0.840000,0.820567,3.125000,2.949275,0.000000,0.000000,0.000000
TakeTheATrain_IV_Part-2,mingus,1,1,19,0.421053,0.439465,,0.684211,0.560361,2.375000,2.925853,0.000000,0.000000,0.000000
TakeTheATrain_IV_Part-2,bebopnet,0,0,53,0.396226,0.422494,1.000000,0.660377,0.696671,6.625000,3.287991,0.041667,0.000000,0.000000
TakeTheATrain_IV_Part-2,bebopnet,0,1,106,0.283019,0.270335,0.400000,0.556604,0.620259,13.250000,3.483311,0.000000,0.000000,0.000000
TakeTheATrain_IV_Part-2,bebopnet,1,0,81,0.345679,0.423582,0.750000,0.592593,0.656503,10.125000,3.395947,0.040541,0.013158,0.000000
TakeTheATrain_IV_Part-2,bebopnet,1,1,120,0.291667,0.280636,1.000000,0.591667,0.555089,15.000000,3.451901,0.000000,0.000000,0.000000
TakeTheATrain_V,cmt,0,0,21,0.904762,0.971161,1.000000,0.952381,0.985581,2.625000,1.818329,0.000000,0.000000,0.000000
TakeTheATrain_V,cmt,0,1,18,0.555556,0.432363,0.500000,0.944444,0.986362,2.250000,2.258460,0.000000,0.000000,0.000000
TakeTheATrain_V,cmt,0,2,13,0.769231,0.892050,1.000000,0.769231,0.892050,1.625000,2.287784,0.000000,0.000000,0.000000
TakeTheATrain_V,cmt,1,0,4,0.500000,0.701254,,0.750000,0.770219,0.500000,1.500000,0.000000,,
TakeTheATrain_V,cmt,1,1,12,0.666667,0.807986,0.000000,1.000000,1.000000,1.500000,1.784159,0.111111,0.000000,0.000000
TakeTheATrain_V,cmt,1,2,4,0.750000,0.653640,1.000000,1.000000,1.000000,0.500000,1.500000,0.000000,,
TakeTheATrain_V,mingus,0,0,41,0.439024,0.465029,0.333333,0.585366,0.620039,5.125000,3.183517,0.000000,0.000000,0.000000
TakeTheATrain_V,mingus,0,1,30,0.366667,0.347945,,0.733333,0.741005,3.750000,3.257426,0.000000,0.000000,0.000000
TakeTheATrain_V,mingus,1,0,25,0.360000,0.403987,0.000000,0.840000,0.820567,3.125000,2.949275,0.000000,0.000000,0.000000
TakeTheATrain_V,mingus,1,1,19,0.421053,0.439465,,0.684211,0.560361,2.375000,2.925853,0.000000,0.000000,0.000000
TakeTheATrain_V,bebopnet,0,0,54,0.481481,0.488597,1.000000,0.666667,0.704484,6.750000,3.272889,0.020000,0.000000,0.000000
TakeTheATrain_V,bebopnet,0,1,82,0.292683,0.307825,,0.560976,0.581712,10.250000,3.437065,0.000000,0.000000,0.000000
TakeTheATrain_V,bebopnet,1,0,81,0.345679,0.423582,0.750000,0.592593,0.656503,10.125000,3.395947,0.040541,0.013158,0.000000
TakeTheATrain_V,bebopnet,1,1,120,0.291667,0.280636,1.000000,0.591667,0.555089,15.000000,3.451901,0.000000,0.000000,0.000000
TheInCrowd_III,cmt,0,0,27,0.814815,0.752606,1.000000,0.851852,0.774985,3.375000,1.908198,0.000000,0.000000,0.000000
TheInCrowd_III,cmt,0,1,37,0.432432,0.380396,1.000000,0.837838,0.821162,4.625000,2.668480,0.000000,0.000000,0.000000
TheInCrowd_III,cmt,0,2,38,0.684211,0.727610,1.000000,0.789474,0.833265,4.750000,2.814766,0.000000,0.000000,0.000000
TheInCrowd_III,cmt,1,0,8,0.750000,0.340528,,0.750000,0.340528,1.000000,2.155639,0.000000,0.000000,0.000000
TheInCrowd_III,cmt,1,1,10,0.500000,0.884636,,0.800000,0.980860,1.250000,2.246439,0.000000,0.000000,0.000000
TheInCrowd_III,cmt,1,2,37,0.702703,0.626704,1.000000,0.837838,0.845509,4.625000,2.552349,0.088235,0.000000,0.000000
TheInCrowd_III,mingus,0,0,28,0.178571,0.187903,0.000000,0.678571,0.624194,3.500000,3.093992,0.000000,0.000000,0.000000
TheInCrowd_III,mingus,0,1,21,0.428571,0.469765,1.000000,0.761905,0.791321,2.625000,2.987090,0.000000,0.000000,0.000000
TheInCrowd_III,mingus,1,0,22,0.272727,0.250243,0.000000,0.681818,0.678870,2.750000,2.924230,0.000000,0.000000,0.000000
TheInCrowd_III,mingus,1,1,27,0.481481,0.500175,,0.777778,0.788462,3.375000,3.278061,0.000000,0.000000,0.000000
TheInCrowd_III,bebopnet,0,0,44,0.431818,0.362738,0.000000,0.909091,0.879558,5.500000,2.587965,0.000000,0.000000,0.000000
TheInCrowd_III,bebopnet,0,1,29,0.241379,0.308844,0.000000,0.551724,0.613061,3.625000,3.456974,0.038462,0.000000,0.000000
TheInCrowd_III,bebopnet,0,2,99,0.282828,0.313050,0.333333,0.474747,0.476993,12.375000,3.404635,0.023256,0.000000,0.000000
TheInCrowd_III,bebopnet,1,0,44,0.431818,0.362738,0.000000,0.909091,0.879558,5.500000,2.587965,0.000000,0.000000,0.000000
TheInCrowd_III,bebopnet,1,1,58,0.258621,0.264777,1.000000,0.534483,0.661579,7.250000,3.529506,0.000000,0.000000,0.000000
TheInCrowd_III,bebopnet,1,2,175,0.320000,0.329914,0.333333,0.611429,0.607091,21.875000,3.485848,0.014388,0.006135,0.000000
TheOddCouple_IV_Part-1,cmt,0,0,37,0.243243,0.319970,0.500000,0.810811,0.833585,4.625000,2.544935,0.066667,0.031250,0.031250
TheOddCouple_IV_Part-1,cmt,0,1,40,0.400000,0.483729,0.750000,0.850000,0.892993,5.000000,2.896039,0.027027,0.000000,0.000000
TheOddCouple_IV_Part-1,cmt,0,2,38,0.657895,0.580808,0.750000,0.684211,0.753535,4.750000,2.285107,0.031250,0.000000,0.000000
TheOddCouple_IV_Part-1,cmt,1,0,21,0.380952,0.471154,0.000000,0.904762,0.940705,2.625000,2.295217,0.125000,0.000000,0.000000
TheOddCouple_IV_Part-1,cmt,1,1,16,0.687500,0.442702,1.000000,0.937500,0.787696,2.000000,1.805037,0.076923,0.000000,0.000000
TheOddCouple_IV_Part-1,cmt,1,2,29,0.689655,0.815908,1.000000,0.793103,0.880440,3.625000,2.442335,0.086957,0.000000,0.000000
TheOddCouple_IV_Part-1,mingus,0,0,35,0.514286,0.450234,0.333333,0.771429,0.685948,4.375000,3.225592,0.000000,0.000000,0.000000
TheOddCouple_IV_Part-1,mingus,0,1,23,0.391304,0.354543,,0.826087,0.932990,2.875000,3.046424,0.000000,0.000000,0.000000
TheOddCouple_IV_Part-1,mingus,1,0,24,0.375000,0.467073,1.000000,0.916667,0.960524,3.000000,2.704987,0.047619,0.000000,0.000000
TheOddCouple_IV_Part-1,mingus,1,1,24,0.291667,0.259047,,0.625000,0.666723,3.000000,3.267894,0.000000,0.000000,0.000000
TheOddCouple_IV_Part-1,bebopnet,0,0,100,0.370000,0.276987,0.000000,0.700000,0.782714,12.500000,3.445999,0.044444,0.000000,0.000000
TheOddCouple_IV_Part-1,bebopnet,0,1,128,0.265625,0.272158,0.400000,0.546875,0.543834,16.000000,3.467721,0.050847,0.016260,0.000000
TheOddCouple_IV_Part-1,bebopnet,1,0,58,0.258621,0.180520,0.000000,0.758621,0.805204,7.250000,3.187593,0.061224,0.000000,0.000000
TheOddCouple_IV_Part-1,bebopnet,1,1,147,0.306122,0.332493,0.000000,0.612245,0.634300,18.375000,3.524433,0.048000,0.000000,0.000000
ThereWillNeverBeAnotherYou_IV_Part-2,cmt,0,0,19,0.052632,0.160000,0.000000,0.526316,0.480000,2.375000,2.076289,0.066667,0.000000,0.000000
ThereWillNeverBeAnotherYou_IV_Part-2,cmt,0,1,26,0.807692,0.791130,1.000000,0.961538,0.978124,3.250000,1.586807,0.000000,0.000000,0.000000
ThereWillNeverBeAnotherYou_IV_Part-2,cmt,0,2,19,0.052632,0.160000,0.000000,0.526316,0.480000,2.375000,2.076289,0.066667,0.000000,0.000000
ThereWillNeverBeAnotherYou_IV_Part-2,cmt,0,3,24,0.458333,0.537334,0.333333,0.750000,0.849983,3.000000,2.527293,0.000000,0.000000,0.000000
ThereWillNeverBeAnotherYou_IV_Part-2,cmt,1,0,15,0.800000,0.858278,1.000000,1.000000,1.000000,1.875000,2.173557,0.000000,0.000000,0.000000
ThereWillNeverBeAnotherYou_IV_Part-2,cmt,1,1,29,0.448276,0.461962,0.400000,0.827586,0.865490,3.625000,2.433208,0.083333,0.041667,0.000000
ThereWillNeverBeAnotherYou_IV_Part-2,cmt,1,2,15,0.800000,0.858278,1.000000,1.000000,1.000000,1.875000,2.173557,0.000000,0.000000,0.000000
ThereWillNeverBeAnotherYou_IV_Part-2,cmt,1,3,19,0.842105,0.881898,0.750000,0.947368,0.976380,2.375000,1.372707,0.100000,0.000000,0.000000
ThereWillNeverBeAnotherYou_IV_Part-2,mingus,0,0,37,0.351351,0.390021,0.250000,0.702703,0.676239,4.625000,3.211794,0.000000,0.000000,0.000000
ThereWillNeverBeAnotherYou_IV_Part-2,mingus,0,1,35,0.457143,0.371420,0.000000,0.742857,0.738883,4.375000,3.337024,0.000000,0.000000,0.000000
ThereWillNeverBeAnotherYou_IV_Part-2,mingus,1,0,31,0.387097,0.429396,0.000000,0.741935,0.834708,3.875000,3.172929,0.000000,0.000000,0.000000
ThereWillNeverBeAnotherYou_IV_Part-2,mingus,1,1,28,0.500000,0.552204,0.500000,0.642857,0.676875,3.500000,3.338804,0.000000,0.000000,0.000000
ThereWillNeverBeAnotherYou_IV_Part-2,bebopnet,0,0,45,0.355556,0.387955,1.000000,0.688889,0.689076,5.625000,3.351927,0.024390,0.000000,0.000000
ThereWillNeverBeAnotherYou_IV_Part-2,bebopnet,0,1,122,0.368852,0.350861,0.500000,0.581967,0.562318,15.250000,3.405156,0.018519,0.000000,0.000000
ThereWillNeverBeAnotherYou_IV_Part-2,bebopnet,1,0,114,0.412281,0.438807,0.000000,0.587719,0.634260,14.250000,3.279495,0.031915,0.000000,0.000000
ThereWillNeverBeAnotherYou_IV_Part-2,bebopnet,1,1,154,0.396104,0.442228,0.250000,0.538961,0.568438,19.250000,3.375083,0.029197,0.000000,0.000000
ThereWillNeverBeAnotherYou_V,cmt,0,0,19,0.052632,0.160000,0.000000,0.526316,0.480000,2.375000,2.076289,0.066667,0.000000,0.000000
ThereWillNeverBeAnotherYou_V,cmt,0,1,26,0.807692,0.791130,1.000000,0.961538,0.978124,3.250000,1.586807,0.000000,0.000000,0.000000
ThereWillNeverBeAnotherYou_V,cmt,0,2,19,0.052632,0.160000,0.000000,0.526316,0.480000,2.375000,2.076289,0.066667,0.000000,0.000000
ThereWillNeverBeAnotherYou_V,cmt,0,3,24,0.458333,0.537334,0.333333,0.750000,0.849983,3.000000,2.527293,0.000000,0.000000,0.000000
ThereWillNeverBeAnotherYou_V,cmt,1,0,15,0.800000,0.858278,1.000000,1.000000,1.000000,1.875000,2.173557,0.000000,0.000000,0.000000
ThereWillNeverBeAnotherYou_V,cmt,1,1,29,0.448276,0.461962,0.400000,0.827586,0.865490,3.625000,2.433208,0.083333,0.041667,0.000000
ThereWillNeverBeAnotherYou_V,cmt,1,2,15,0.800000,0.858278,1.000000,1.000000,1.000000,1.875000,2.173557,0.000000,0.000000,0.000000
ThereWillNeverBeAnotherYou_V,cmt,1,3,19,0.842105,0.881898,0.750000,0.947368,0.976380,2.375000,1.372707,0.100000,0.000000,0.000000
ThereWillNeverBeAnotherYou_V,mingus,0,0,37,0.351351,0.390021,0.250000,0.702703,0.676239,4.625000,3.211794,0.000000,0.000000,0.000000
ThereWillNeverBeAnotherYou_V,mingus,0,1,35,0.457143,0.371420,0.000000,0.742857,0.738883,4.375000,3.337024,0.000000,0.000000,0.000000
ThereWillNeverBeAnotherYou_V,mingus,1,0,31,0.387097,0.429396,0.000000,0.741935,0.834708,3.875000,3.172929,0.000000,0.000000,0.000000
ThereWillNeverBeAnotherYou_V,mingus,1,1,28,0.500000,0.552204,0.500000,0.642857,0.676875,3.500000,3.338804,0.000000,0.000000,0.000000
ThereWillNeverBeAnotherYou_V,bebopnet,0,0,122,0.311475,0.310788,0.500000,0.590164,0.611618,15.250000,3.486553,0.030928,0.000000,0.000000
ThereWillNeverBeAnotherYou_V,bebopnet,0,1,124,0.451613,0.490160,0.285714,0.677419,0.688354,15.500000,3.455532,0.027778,0.000000,0.000000
ThereWillNeverBeAnotherYou_V,bebopnet,1,0,114,0.412281,0.438807,0.000000,0.587719,0.634260,14.250000,3.279495,0.031915,0.000000,0.000000
ThereWillNeverBeAnotherYou_V,bebopnet,1,1,154,0.396104,0.442228,0.250000,0.538961,0.568438,19.250000,3.375083,0.029197,0.000000,0.000000
TomThumb_III,cmt,0,0,32,0.718750,0.721429,1.000000,0.968750,0.983482,4.000000,2.501614,0.000000,0.000000,0.000000
TomThumb_III,cmt,0,1,32,0.250000,0.252698,0.400000,0.625000,0.692746,4.000000,2.625624,0.000000,0.000000,0.000000
TomThumb_III,cmt,0,2,38,0.473684,0.581965,0.500000,0.763158,0.867520,4.750000,3.069746,0.029412,0.000000,0.000000
TomThumb_III,cmt,1,0,28,0.785714,0.813280,0.666667,0.964286,0.979001,3.500000,2.180086,0.000000,0.000000,0.000000
TomThumb_III,cmt,1,1,23,0.434783,0.378192,0.000000,0.739130,0.557819,2.875000,2.615984,0.000000,0.000000,0.000000
TomThumb_III,cmt,1,2,34,0.294118,0.277965,0.000000,0.647059,0.855256,4.250000,2.907665,0.066667,0.000000,0.000000
TomThumb_III,mingus,0,0,24,0.458333,0.330867,,0.833333,0.790909,3.000000,3.005123,0.000000,0.000000,0.000000
TomThumb_III,mingus,0,1,25,0.200000,0.213339,0.000000,0.600000,0.413417,3.125000,3.157406,0.045455,0.000000,0.000000
TomThumb_III,mingus,1,0,21,0.476190,0.483636,0.000000,0.809524,0.891591,2.625000,3.154222,0.000000,0.000000,0.000000
TomThumb_III,mingus,1,1,23,0.304348,0.134209,,0.521739,0.433228,2.875000,3.257500,0.000000,0.000000,0.000000
TomThumb_III,bebopnet,0,0,53,0.264151,0.399294,0.200000,0.811321,0.933110,6.625000,2.910633,0.000000,0.000000,0.000000
TomThumb_III,bebopnet,0,1,164,0.292683,0.289279,0.000000,0.621951,0.605730,20.500000,3.554866,0.013986,0.000000,0.000000
TomThumb_III,bebopnet,1,0,53,0.301887,0.467556,0.250000,0.811321,0.920673,6.625000,2.977291,0.000000,0.000000,0.000000
TomThumb_III,bebopnet,1,1,87,0.356322,0.368524,0.666667,0.689655,0.707096,10.875000,3.366416,0.013333,0.000000,0.000000
Tricotism_III,cmt,0,0,39,0.282051,0.333178,0.000000,0.666667,0.572394,4.875000,3.246279,0.000000,0.000000,0.000000
Tricotism_III,cmt,0,1,52,0.557692,0.597654,1.000000,0.769231,0.775115,6.500000,2.996165,0.000000,0.000000,0.000000
Tricotism_III,cmt,0,2,49,0.520833,0.582359,0.666667,0.729167,0.745687,6.125000,2.873191,0.047619,0.000000,0.000000
Tricotism_III,cmt,0,3,47,0.446809,0.333493,0.750000,0.638298,0.517703,5.875000,2.760077,0.024390,0.000000,0.000000
Tricotism_III,cmt,0,4,55,0.509091,0.484122,0.750000,0.654545,0.593769,6.875000,2.855612,0.020833,0.000000,0.000000
Tricotism_III,cmt,1,0,28,0.214286,0.119758,0.000000,0.428571,0.196645,3.500000,2.677043,0.000000,0.000000,0.000000
Tricotism_III,cmt,1,1,45,0.600000,0.641238,0.333333,0.755556,0.820466,5.625000,2.607001,0.057143,0.000000,0.000000
Tricotism_III,cmt,1,2,56,0.296296,0.279308,0.400000,0.611111,0.623681,7.000000,3.004846,0.076923,0.000000,0.000000
Tricotism_III,cmt,1,3,44,0.295455,0.290541,0.333333,0.704545,0.735089,5.500000,2.643156,0.025000,0.000000,0.000000
Tricotism_III,cmt,1,4,56,0.464286,0.394447,0.200000,0.625000,0.578039,7.000000,2.640006,0.021739,0.000000,0.000000
Tricotism_III,mingus,0,0,39,0.307692,0.244633,0.500000,0.666667,0.563413,4.875000,3.184578,0.000000,0.000000,0.000000
Tricotism_III,mingus,0,1,26,0.269231,0.359430,,0.538462,0.612226,3.250000,2.547587,0.100000,0.047619,0.000000
Tricotism_III,mingus,0,2,26,0.346154,0.221817,,0.692308,0.598806,3.250000,3.199688,0.000000,0.000000,0.000000
Tricotism_III,mingus,1,0,35,0.200000,0.220856,0.000000,0.485714,0.510322,4.375000,3.199975,0.062500,0.000000,0.000000
Tricotism_III,mingus,1,1,29,0.379310,0.456427,,0.586207,0.655942,3.625000,3.302139,0.038462,0.000000,0.000000
Tricotism_III,mingus,1,2,29,0.275862,0.283526,,0.517241,0.550308,3.625000,3.305583,0.000000,0.000000,0.000000
Tricotism_III,bebopnet,0,0,87,0.275862,0.266982,0.250000,0.540230,0.548366,10.875000,3.501515,0.037500,0.012048,0.000000
Tricotism_III,bebopnet,0,1,151,0.264901,0.262610,0.000000,0.576159,0.562450,18.875000,3.479107,0.053030,0.020408,0.006849
Tricotism_III,bebopnet,0,2,145,0.289655,0.306617,0.250000,0.537931,0.548810,18.125000,3.462370,0.050360,0.000000,0.000000
Tricotism_III,bebopnet,1,0,88,0.318182,0.323924,0.500000,0.647727,0.635784,11.000000,3.210985,0.049383,0.000000,0.000000
Tricotism_III,bebopnet,1,1,79,0.367089,0.357534,0.000000,0.582278,0.595724,9.875000,3.503388,0.028571,0.000000,0.000000
Tricotism_III,bebopnet,1,2,74,0.310811,0.304002,0.000000,0.608108,0.600500,9.250000,3.512196,0.062500,0.000000,0.000000
