theme,model,sample_idx,chunk_idx,n_notes,ctr,scale_match,note_density,pitch_entropy,pitch_range,ngram_3_overlap,ngram_4_overlap,ngram_5_overlap,contour_sim
Mustang_V,bebopnet,0,1,58,0.327586,0.672414,7.250000,3.398628,21.000000,0.037037,0.000000,0.000000,0.436840
Mustang_V,bebopnet,0,2,143,0.335664,0.650350,17.875000,3.492022,24.000000,0.023256,0.021583,0.007246,0.390555
Mustang_V,bebopnet,0,3,130,0.276923,0.576923,16.250000,3.265454,14.000000,0.008621,0.000000,0.000000,0.415569
Mustang_V,bebopnet,0,4,113,0.300885,0.610619,14.125000,3.439469,15.000000,0.021053,0.009434,0.000000,0.387776
Mustang_V,bebopnet,1,0,41,0.634146,0.951220,5.125000,2.713171,14.000000,0.000000,0.000000,0.000000,0.301689
Mustang_V,bebopnet,1,1,116,0.318966,0.646552,14.500000,3.503718,25.000000,0.050000,0.000000,0.000000,0.625673
Mustang_V,bebopnet,1,2,146,0.335616,0.630137,18.250000,3.487680,17.000000,0.007463,0.000000,0.000000,0.444677
Mustang_V,bebopnet,1,3,169,0.331361,0.603550,21.125000,3.536163,21.000000,0.047945,0.006135,0.000000,0.479040
Mustang_V,bebopnet,1,4,149,0.335570,0.597315,18.625000,3.345092,16.000000,0.023622,0.000000,0.000000,0.445275
NewDeal_III,cmt,0,0,32,0.375000,0.625000,4.000000,2.627706,10.000000,0.071429,0.000000,0.000000,0.412423
NewDeal_III,cmt,0,1,40,0.375000,0.775000,5.000000,2.315811,5.000000,0.028571,0.000000,0.000000,0.060289
NewDeal_III,cmt,1,0,24,0.250000,0.625000,3.000000,2.371654,7.000000,0.047619,0.000000,0.000000,0.171168
NewDeal_III,cmt,1,1,44,0.409091,0.818182,5.500000,2.053718,6.000000,0.108108,0.000000,0.000000,0.202706
NewDeal_III,mingus,0,0,37,0.243243,0.540541,4.625000,3.123581,16.000000,0.000000,0.000000,0.000000,0.360983
NewDeal_III,mingus,1,0,26,0.538462,0.846154,3.250000,2.830086,33.000000,0.000000,0.000000,0.000000,-0.428039
NewDeal_III,bebopnet,0,0,69,0.347826,0.681159,8.625000,3.487391,14.000000,0.015873,0.000000,0.000000,0.418153
NewDeal_III,bebopnet,1,0,139,0.345324,0.633094,17.375000,3.365125,20.000000,0.000000,0.000000,0.000000,0.604887
NoProblem_IV_Part-2,cmt,0,0,24,0.625000,0.916667,3.000000,2.048681,11.000000,0.000000,0.000000,0.000000,0.372634
NoProblem_IV_Part-2,cmt,0,1,24,0.375000,0.333333,3.000000,2.417629,8.000000,0.000000,0.000000,0.000000,0.160001
NoProblem_IV_Part-2,cmt,0,2,35,0.371429,0.485714,4.375000,2.509016,12.000000,0.064516,0.000000,0.000000,0.425266
NoProblem_IV_Part-2,cmt,0,3,47,0.425532,0.765957,5.875000,2.769273,9.000000,0.000000,0.000000,0.000000,0.325343
NoProblem_IV_Part-2,cmt,0,4,22,0.454545,0.363636,2.750000,2.390078,14.000000,0.052632,0.000000,0.000000,0.096125
NoProblem_IV_Part-2,cmt,1,0,16,0.500000,0.625000,2.000000,2.399397,8.000000,0.076923,0.000000,0.000000,0.727069
NoProblem_IV_Part-2,cmt,1,1,3,1.000000,0.333333,0.375000,0.918296,9.000000,,,,1.000000
NoProblem_IV_Part-2,cmt,1,2,21,0.333333,0.571429,2.625000,2.357600,5.000000,0.000000,0.000000,0.000000,0.555204
NoProblem_IV_Part-2,cmt,1,3,41,0.487805,0.829268,5.125000,2.948573,13.000000,0.028571,0.000000,0.000000,0.348259
NoProblem_IV_Part-2,cmt,1,4,2,1.000000,0.000000,0.250000,0.000000,0.000000,,,,
NoProblem_IV_Part-2,mingus,0,0,28,0.428571,0.964286,3.500000,2.503659,12.000000,0.333333,0.250000,0.176471,0.004270
NoProblem_IV_Part-2,mingus,0,1,26,0.538462,0.692308,3.250000,3.195847,11.000000,0.000000,0.000000,0.000000,0.271029
NoProblem_IV_Part-2,mingus,1,0,28,0.464286,0.964286,3.500000,2.387762,12.000000,0.333333,0.250000,0.176471,-0.047077
NoProblem_IV_Part-2,mingus,1,1,22,0.590909,0.772727,2.750000,2.720129,33.000000,0.000000,0.000000,0.000000,0.172581
NoProblem_IV_Part-2,bebopnet,0,0,27,0.259259,0.851852,3.375000,2.826819,10.000000,0.100000,0.050000,0.000000,0.207828
NoProblem_IV_Part-2,bebopnet,0,1,72,0.236111,0.555556,9.000000,3.146134,9.000000,0.000000,0.000000,0.000000,0.523543
NoProblem_IV_Part-2,bebopnet,0,2,116,0.344828,0.586207,14.500000,3.489765,19.000000,0.019048,0.008929,0.000000,0.450106
NoProblem_IV_Part-2,bebopnet,0,3,148,0.263514,0.547297,18.500000,3.442072,15.000000,0.000000,0.000000,0.000000,0.639821
NoProblem_IV_Part-2,bebopnet,1,0,35,0.285714,0.742857,4.375000,3.084611,18.000000,0.074074,0.037037,0.000000,0.380834
NoProblem_IV_Part-2,bebopnet,1,1,66,0.272727,0.651515,8.250000,3.265404,17.000000,0.000000,0.000000,0.000000,0.656502
NoProblem_IV_Part-2,bebopnet,1,2,82,0.280488,0.597561,10.250000,3.442792,14.000000,0.013699,0.000000,0.000000,0.426194
NoProblem_IV_Part-2,bebopnet,1,3,146,0.321918,0.595890,18.250000,3.548359,22.000000,0.007692,0.000000,0.000000,0.459896
NoProblem_V,cmt,0,0,24,0.625000,0.916667,3.000000,2.048681,11.000000,0.000000,0.000000,0.000000,0.372634
NoProblem_V,cmt,0,1,24,0.375000,0.333333,3.000000,2.417629,8.000000,0.000000,0.000000,0.000000,0.160001
NoProblem_V,cmt,0,2,35,0.371429,0.485714,4.375000,2.509016,12.000000,0.064516,0.000000,0.000000,0.425266
NoProblem_V,cmt,0,3,47,0.425532,0.765957,5.875000,2.769273,9.000000,0.000000,0.000000,0.000000,0.325343
NoProblem_V,cmt,0,4,22,0.454545,0.363636,2.750000,2.390078,14.000000,0.052632,0.000000,0.000000,0.096125
NoProblem_V,cmt,1,0,16,0.500000,0.625000,2.000000,2.399397,8.000000,0.076923,0.000000,0.000000,0.727069
NoProblem_V,cmt,1,1,3,1.000000,0.333333,0.375000,0.918296,9.000000,,,,1.000000
NoProblem_V,cmt,1,2,21,0.333333,0.571429,2.625000,2.357600,5.000000,0.000000,0.000000,0.000000,0.555204
NoProblem_V,cmt,1,3,41,0.487805,0.829268,5.125000,2.948573,13.000000,0.028571,0.000000,0.000000,0.348259
NoProblem_V,cmt,1,4,2,1.000000,0.000000,0.250000,0.000000,0.000000,,,,
NoProblem_V,mingus,0,0,28,0.428571,0.964286,3.500000,2.503659,12.000000,0.333333,0.250000,0.176471,0.004270
NoProblem_V,mingus,0,1,26,0.538462,0.692308,3.250000,3.195847,11.000000,0.000000,0.000000,0.000000,0.271029
NoProblem_V,mingus,1,0,28,0.464286,0.964286,3.500000,2.387762,12.000000,0.333333,0.250000,0.176471,-0.047077
NoProblem_V,mingus,1,1,22,0.590909,0.772727,2.750000,2.720129,33.000000,0.000000,0.000000,0.000000,0.172581
NoProblem_V,bebopnet,0,0,29,0.310345,0.827586,3.625000,2.855986,11.000000,0.086957,0.043478,0.000000,-0.127015
NoProblem_V,bebopnet,0,1,109,0.284404,0.568807,13.625000,3.467029,14.000000,0.030928,0.000000,0.000000,0.521574
NoProblem_V,bebopnet,0,2,160,0.393750,0.675000,20.000000,3.490383,21.000000,0.013514,0.000000,0.000000,0.482080
NoProblem_V,bebopnet,1,0,35,0.285714,0.742857,4.375000,3.084611,18.000000,0.074074,0.037037,0.000000,0.380834
NoProblem_V,bebopnet,1,1,66,0.272727,0.651515,8.250000,3.265404,17.000000,0.000000,0.000000,0.000000,0.656502
NoProblem_V,bebopnet,1,2,82,0.280488,0.597561,10.250000,3.442792,14.000000,0.013699,0.000000,0.000000,0.426194
NoProblem_V,bebopnet,1,3,146,0.321918,0.595890,18.250000,3.548359,22.000000,0.007692,0.000000,0.000000,0.459896
OnTheSunnySideOfTheStreet_IV_Part-2,cmt,0,0,39,0.794872,0.897436,4.875000,1.615227,6.000000,0.000000,0.000000,0.000000,0.259890
OnTheSunnySideOfTheStreet_IV_Part-2,cmt,0,1,30,0.233333,0.700000,3.750000,2.819251,12.000000,0.000000,0.000000,0.000000,0.131608
OnTheSunnySideOfTheStreet_IV_Part-2,cmt,0,2,42,0.476190,0.857143,5.250000,2.182006,8.000000,0.055556,0.000000,0.000000,0.244912
OnTheSunnySideOfTheStreet_IV_Part-2,cmt,1,0,21,0.523810,0.666667,2.625000,2.008806,6.000000,0.000000,0.000000,0.000000,0.541190
OnTheSunnySideOfTheStreet_IV_Part-2,cmt,1,1,42,0.380952,0.714286,5.250000,3.051535,17.000000,0.000000,0.000000,0.000000,0.255903
OnTheSunnySideOfTheStreet_IV_Part-2,cmt,1,2,25,0.520000,0.880000,3.125000,2.321706,14.000000,0.000000,0.000000,0.000000,0.546465
OnTheSunnySideOfTheStreet_IV_Part-2,mingus,0,0,30,0.333333,0.666667,3.750000,3.235592,11.000000,0.000000,0.000000,0.000000,0.519060
OnTheSunnySideOfTheStreet_IV_Part-2,mingus,0,1,26,0.423077,0.769231,3.250000,3.024139,24.000000,0.000000,0.000000,0.000000,0.287170
OnTheSunnySideOfTheStreet_IV_Part-2,mingus,1,0,23,0.565217,0.913043,2.875000,2.785555,26.000000,0.000000,0.000000,0.000000,0.592654
OnTheSunnySideOfTheStreet_IV_Part-2,mingus,1,1,23,0.434783,0.739130,2.875000,2.942496,11.000000,0.000000,0.000000,0.000000,0.343301
OnTheSunnySideOfTheStreet_IV_Part-2,bebopnet,0,0,79,0.303797,0.556962,9.875000,3.411382,25.000000,0.072464,0.041096,0.027027,0.288780
OnTheSunnySideOfTheStreet_IV_Part-2,bebopnet,0,1,157,0.331210,0.630573,19.625000,3.538056,19.000000,0.014706,0.000000,0.000000,0.515381
OnTheSunnySideOfTheStreet_IV_Part-2,bebopnet,1,0,104,0.394231,0.653846,13.000000,3.530439,21.000000,0.084211,0.030000,0.020202,0.385008
OnTheSunnySideOfTheStreet_IV_Part-2,bebopnet,1,1,81,0.320988,0.592593,10.125000,3.494999,26.000000,0.013333,0.000000,0.000000,0.516610
OnTheSunnySideOfTheStreet_V,cmt,0,0,39,0.794872,0.897436,4.875000,1.615227,6.000000,0.000000,0.000000,0.000000,0.259890
OnTheSunnySideOfTheStreet_V,cmt,0,1,30,0.233333,0.700000,3.750000,2.819251,12.000000,0.000000,0.000000,0.000000,0.131608
OnTheSunnySideOfTheStreet_V,cmt,0,2,42,0.476190,0.857143,5.250000,2.182006,8.000000,0.055556,0.000000,0.000000,0.244912
OnTheSunnySideOfTheStreet_V,cmt,1,0,21,0.523810,0.666667,2.625000,2.008806,6.000000,0.000000,0.000000,0.000000,0.541190
OnTheSunnySideOfTheStreet_V,cmt,1,1,42,0.380952,0.714286,5.250000,3.051535,17.000000,0.000000,0.000000,0.000000,0.255903
OnTheSunnySideOfTheStreet_V,cmt,1,2,25,0.520000,0.880000,3.125000,2.321706,14.000000,0.000000,0.000000,0.000000,0.546465
OnTheSunnySideOfTheStreet_V,mingus,0,0,30,0.333333,0.666667,3.750000,3.235592,11.000000,0.000000,0.000000,0.000000,0.519060
OnTheSunnySideOfTheStreet_V,mingus,0,1,26,0.423077,0.769231,3.250000,3.024139,24.000000,0.000000,0.000000,0.000000,0.287170
OnTheSunnySideOfTheStreet_V,mingus,1,0,23,0.565217,0.913043,2.875000,2.785555,26.000000,0.000000,0.000000,0.000000,0.592654
OnTheSunnySideOfTheStreet_V,mingus,1,1,23,0.434783,0.739130,2.875000,2.942496,11.000000,0.000000,0.000000,0.000000,0.343301
OnTheSunnySideOfTheStreet_V,bebopnet,0,0,133,0.330827,0.616541,16.625000,3.539798,25.000000,0.076923,0.031496,0.015625,0.612854
OnTheSunnySideOfTheStreet_V,bebopnet,0,1,147,0.333333,0.619048,18.375000,3.495129,16.000000,0.007752,0.000000,0.000000,0.451085
OnTheSunnySideOfTheStreet_V,bebopnet,1,0,104,0.394231,0.653846,13.000000,3.530439,21.000000,0.084211,0.030000,0.020202,0.385008
OnTheSunnySideOfTheStreet_V,bebopnet,1,1,81,0.320988,0.592593,10.125000,3.494999,26.000000,0.013333,0.000000,0.000000,0.516610
OneManSection_III,cmt,0,0,34,0.705882,0.911765,4.250000,2.581139,15.000000,0.000000,0.000000,0.000000,0.257014
OneManSection_III,cmt,0,1,30,0.266667,0.466667,3.750000,3.330750,11.000000,0.115385,0.038462,0.000000,0.255084
OneManSection_III,cmt,0,2,28,0.571429,0.750000,3.500000,2.625441,14.000000,0.130435,0.000000,0.000000,0.633992
OneManSection_III,cmt,0,3,29,0.482759,0.551724,3.625000,2.567554,12.000000,0.000000,0.000000,0.000000,0.289120
OneManSection_III,cmt,0,4,39,0.333333,0.948718,4.875000,2.354113,16.000000,0.033333,0.000000,0.000000,0.530434
OneManSection_III,cmt,0,5,27,0.222222,0.481481,3.375000,2.451895,8.000000,0.041667,0.000000,0.000000,0.235735
OneManSection_III,cmt,0,6,29,0.517241,0.862069,3.625000,2.520931,14.000000,0.000000,0.000000,0.000000,0.478338
OneManSection_III,cmt,0,7,38,0.631579,0.842105,4.750000,2.631528,15.000000,0.000000,0.000000,0.000000,0.457820
OneManSection_III,cmt,0,8,30,0.600000,0.733333,3.750000,2.049913,9.000000,0.111111,0.038462,0.000000,0.658457
OneManSection_III,cmt,0,9,37,0.594595,0.891892,4.625000,1.800995,5.000000,0.000000,0.000000,0.000000,0.580271
OneManSection_III,cmt,1,0,48,0.437500,0.854167,6.000000,2.817216,12.000000,0.000000,0.000000,0.000000,0.443230
OneManSection_III,cmt,1,1,50,0.220000,0.360000,6.250000,2.845933,11.000000,0.021739,0.000000,0.000000,0.504546
OneManSection_III,cmt,1,2,13,0.384615,0.615385,1.625000,2.661226,12.000000,0.000000,0.000000,0.000000,0.262331
OneManSection_III,cmt,1,3,6,0.333333,0.333333,0.750000,2.251629,6.000000,0.000000,0.000000,0.000000,0.818879
OneManSection_III,cmt,1,4,10,0.500000,1.000000,1.250000,2.046439,7.000000,0.000000,0.000000,0.000000,0.523723
OneManSection_III,cmt,1,5,33,0.303030,0.666667,4.125000,2.476976,11.000000,0.068966,0.034483,0.000000,-0.016948
OneManSection_III,cmt,1,6,13,0.461538,0.692308,1.625000,2.141620,8.000000,0.000000,0.000000,0.000000,0.399508
OneManSection_III,cmt,1,7,10,0.300000,0.600000,1.250000,2.370951,5.000000,0.000000,0.000000,0.000000,0.833507
OneManSection_III,cmt,1,8,14,0.571429,0.714286,1.750000,2.260820,12.000000,0.000000,0.000000,0.000000,0.455605
OneManSection_III,cmt,1,9,21,0.666667,0.857143,2.625000,2.488786,10.000000,0.000000,0.000000,0.000000,0.331313
OneManSection_III,mingus,0,0,40,0.425000,0.775000,5.000000,3.306198,16.000000,0.000000,0.000000,0.000000,0.379616
OneManSection_III,mingus,0,1,26,0.384615,0.653846,3.250000,3.199688,14.000000,0.000000,0.000000,0.000000,0.636486
OneManSection_III,mingus,0,2,27,0.259259,0.592593,3.375000,3.309719,14.000000,0.041667,0.000000,0.000000,0.019139
OneManSection_III,mingus,0,3,24,0.291667,0.541667,3.000000,2.883757,15.000000,0.000000,0.000000,0.000000,0.057892
OneManSection_III,mingus,0,4,22,0.454545,0.818182,2.750000,2.889917,14.000000,0.000000,0.000000,0.000000,0.193281
OneManSection_III,mingus,0,5,34,0.382353,0.558824,4.250000,3.245428,33.000000,0.032258,0.000000,0.000000,0.005689
OneManSection_III,mingus,1,0,30,0.366667,0.833333,3.750000,2.882589,21.000000,0.037037,0.000000,0.000000,0.525037
OneManSection_III,mingus,1,1,37,0.378378,0.648649,4.625000,3.223401,14.000000,0.000000,0.000000,0.000000,0.301665
OneManSection_III,mingus,1,2,31,0.354839,0.741935,3.875000,3.223503,12.000000,0.035714,0.000000,0.000000,0.172012
OneManSection_III,mingus,1,3,28,0.321429,0.678571,3.500000,2.927741,8.000000,0.125000,0.041667,0.000000,0.246592
OneManSection_III,mingus,1,4,33,0.606061,0.787879,4.125000,2.952893,19.000000,0.000000,0.000000,0.000000,0.154144
OneManSection_III,mingus,1,5,23,0.347826,0.826087,2.875000,3.055108,12.000000,0.000000,0.000000,0.000000,0.602648
OneManSection_III,bebopnet,0,0,108,0.277778,0.574074,13.500000,3.445472,20.000000,0.021505,0.000000,0.000000,0.442367
OneManSection_III,bebopnet,0,1,89,0.348315,0.617978,11.125000,3.556428,21.000000,0.011905,0.000000,0.000000,0.459142
OneManSection_III,bebopnet,0,2,119,0.294118,0.521008,14.875000,3.510797,24.000000,0.027027,0.008696,0.000000,0.477867
OneManSection_III,bebopnet,0,3,124,0.330645,0.580645,15.500000,3.464829,21.000000,0.018182,0.000000,0.000000,0.508404
OneManSection_III,bebopnet,0,4,158,0.379747,0.588608,19.750000,3.491660,17.000000,0.000000,0.000000,0.000000,0.578394
OneManSection_III,bebopnet,0,5,147,0.340136,0.687075,18.375000,3.518796,19.000000,0.008065,0.000000,0.000000,0.585544
OneManSection_III,bebopnet,1,0,43,0.441860,0.651163,5.375000,3.173084,10.000000,0.000000,0.000000,0.000000,0.354374
OneManSection_III,bebopnet,1,1,137,0.364964,0.598540,17.125000,3.551992,26.000000,0.043860,0.007634,0.000000,0.516253
OneManSection_III,bebopnet,1,2,125,0.400000,0.664000,15.625000,3.476388,17.000000,0.008475,0.000000,0.000000,0.506647
OneManSection_III,bebopnet,1,3,148,0.304054,0.540541,18.500000,3.461005,19.000000,0.015873,0.000000,0.000000,0.650739
OneManSection_III,bebopnet,1,4,133,0.390977,0.654135,16.625000,3.269828,15.000000,0.016949,0.000000,0.000000,0.666701
OneManSection_III,bebopnet,1,5,150,0.373333,0.640000,18.750000,3.250592,14.000000,0.039370,0.006993,0.000000,0.624109
OneMintJulep_IV_Part-2,cmt,0,0,43,0.534884,0.837209,5.375000,2.806008,15.000000,0.025641,0.000000,0.000000,0.177136
OneMintJulep_IV_Part-2,cmt,0,1,37,0.459459,0.945946,4.625000,2.824620,17.000000,0.029412,0.000000,0.000000,0.217224
OneMintJulep_IV_Part-2,cmt,0,2,38,0.868421,0.921053,4.750000,2.388766,13.000000,0.058824,0.029412,0.000000,0.342319
OneMintJulep_IV_Part-2,cmt,0,3,42,0.523810,0.857143,5.250000,2.555825,16.000000,0.000000,0.000000,0.000000,0.182448
OneMintJulep_IV_Part-2,cmt,0,4,38,0.289474,0.578947,4.750000,2.401250,10.000000,0.000000,0.000000,0.000000,0.298573
OneMintJulep_IV_Part-2,cmt,1,0,43,0.604651,0.813953,5.375000,2.775525,10.000000,0.000000,0.000000,0.000000,0.271380
OneMintJulep_IV_Part-2,cmt,1,1,50,0.620000,0.880000,6.250000,2.653764,13.000000,0.093023,0.065217,0.022222,0.413556
OneMintJulep_IV_Part-2,cmt,1,2,27,0.555556,0.666667,3.375000,2.782253,8.000000,0.083333,0.000000,0.000000,0.337687
OneMintJulep_IV_Part-2,cmt,1,3,44,0.590909,0.863636,5.500000,2.804816,27.000000,0.000000,0.000000,0.000000,0.303498
OneMintJulep_IV_Part-2,cmt,1,4,24,0.166667,0.541667,3.000000,2.990602,15.000000,0.000000,0.000000,0.000000,0.455930
OneMintJulep_IV_Part-2,mingus,0,0,40,0.400000,0.650000,5.000000,3.405152,25.000000,0.000000,0.000000,0.000000,0.159308
OneMintJulep_IV_Part-2,mingus,0,1,20,0.200000,0.550000,2.500000,3.146439,24.000000,0.000000,0.000000,0.000000,0.235913
OneMintJulep_IV_Part-2,mingus,0,2,31,0.451613,0.645161,3.875000,3.450029,21.000000,0.000000,0.000000,0.000000,0.402472
OneMintJulep_IV_Part-2,mingus,1,0,30,0.333333,0.666667,3.750000,3.231402,28.000000,0.000000,0.000000,0.000000,0.357761
OneMintJulep_IV_Part-2,mingus,1,1,36,0.222222,0.666667,4.500000,3.270466,14.000000,0.000000,0.000000,0.000000,0.479337
OneMintJulep_IV_Part-2,mingus,1,2,32,0.312500,0.593750,4.000000,3.308157,14.000000,0.000000,0.000000,0.000000,0.205578
OneMintJulep_IV_Part-2,bebopnet,0,0,55,0.327273,0.581818,6.875000,3.502119,16.000000,0.000000,0.000000,0.000000,0.220780
OneMintJulep_IV_Part-2,bebopnet,0,1,111,0.234234,0.585586,13.875000,3.414157,25.000000,0.030000,0.009615,0.000000,0.411683
OneMintJulep_IV_Part-2,bebopnet,0,2,75,0.346667,0.573333,9.375000,3.488298,20.000000,0.028986,0.000000,0.000000,0.466916
OneMintJulep_IV_Part-2,bebopnet,1,0,132,0.280303,0.583333,16.500000,3.480514,14.000000,0.000000,0.000000,0.000000,0.383784
OneMintJulep_IV_Part-2,bebopnet,1,1,96,0.239583,0.552083,12.000000,3.457379,17.000000,0.044944,0.010870,0.000000,0.482805
OneMintJulep_IV_Part-2,bebopnet,1,2,161,0.372671,0.670807,20.125000,3.530581,18.000000,0.000000,0.000000,0.000000,0.384543
OneMintJulep_V,cmt,0,0,43,0.534884,0.837209,5.375000,2.806008,15.000000,0.025641,0.000000,0.000000,0.177136
OneMintJulep_V,cmt,0,1,37,0.459459,0.945946,4.625000,2.824620,17.000000,0.029412,0.000000,0.000000,0.217224
OneMintJulep_V,cmt,0,2,38,0.868421,0.921053,4.750000,2.388766,13.000000,0.058824,0.029412,0.000000,0.342319
OneMintJulep_V,cmt,0,3,42,0.523810,0.857143,5.250000,2.555825,16.000000,0.000000,0.000000,0.000000,0.182448
OneMintJulep_V,cmt,0,4,38,0.289474,0.578947,4.750000,2.401250,10.000000,0.000000,0.000000,0.000000,0.298573
OneMintJulep_V,cmt,1,0,43,0.604651,0.813953,5.375000,2.775525,10.000000,0.000000,0.000000,0.000000,0.271380
OneMintJulep_V,cmt,1,1,50,0.620000,0.880000,6.250000,2.653764,13.000000,0.093023,0.065217,0.022222,0.413556
OneMintJulep_V,cmt,1,2,27,0.555556,0.666667,3.375000,2.782253,8.000000,0.083333,0.000000,0.000000,0.337687
OneMintJulep_V,cmt,1,3,44,0.590909,0.863636,5.500000,2.804816,27.000000,0.000000,0.000000,0.000000,0.303498
OneMintJulep_V,cmt,1,4,24,0.166667,0.541667,3.000000,2.990602,15.000000,0.000000,0.000000,0.000000,0.455930
OneMintJulep_V,mingus,0,0,40,0.400000,0.650000,5.000000,3.405152,25.000000,0.000000,0.000000,0.000000,0.159308
OneMintJulep_V,mingus,0,1,20,0.200000,0.550000,2.500000,3.146439,24.000000,0.000000,0.000000,0.000000,0.235913
OneMintJulep_V,mingus,0,2,31,0.451613,0.645161,3.875000,3.450029,21.000000,0.000000,0.000000,0.000000,0.402472
OneMintJulep_V,mingus,1,0,30,0.333333,0.666667,3.750000,3.231402,28.000000,0.000000,0.000000,0.000000,0.357761
OneMintJulep_V,mingus,1,1,36,0.222222,0.666667,4.500000,3.270466,14.000000,0.000000,0.000000,0.000000,0.479337
OneMintJulep_V,mingus,1,2,32,0.312500,0.593750,4.000000,3.308157,14.000000,0.000000,0.000000,0.000000,0.205578
OneMintJulep_V,bebopnet,0,0,91,0.285714,0.637363,11.375000,3.506096,18.000000,0.000000,0.000000,0.000000,0.320261
OneMintJulep_V,bebopnet,0,1,53,0.245283,0.603774,6.625000,3.435771,12.000000,0.000000,0.000000,0.000000,0.330119
OneMintJulep_V,bebopnet,0,2,134,0.208955,0.567164,16.750000,3.470496,23.000000,0.017699,0.000000,0.000000,0.525182
OneMintJulep_V,bebopnet,1,0,33,0.272727,0.515152,4.125000,3.059249,13.000000,0.000000,0.000000,0.000000,0.289522
OneMintJulep_V,bebopnet,1,1,72,0.208333,0.625000,9.000000,3.514821,19.000000,0.030303,0.000000,0.000000,0.526950
OneMintJulep_V,bebopnet,1,2,145,0.275862,0.565517,18.125000,3.343177,15.000000,0.039370,0.014599,0.000000,0.333091
OutOfNowhere_IV_Part-2,cmt,0,0,22,0.409091,0.772727,2.750000,2.386266,10.000000,0.052632,0.000000,0.000000,0.318271
OutOfNowhere_IV_Part-2,cmt,0,1,40,0.375000,0.775000,5.000000,3.013461,15.000000,0.000000,0.000000,0.000000,0.327491
OutOfNowhere_IV_Part-2,cmt,0,2,43,0.674419,0.837209,5.375000,2.065735,15.000000,0.156250,0.027778,0.000000,0.523988
OutOfNowhere_IV_Part-2,cmt,1,0,11,0.090909,0.727273,1.375000,1.617190,3.000000,0.125000,0.000000,0.000000,0.348365
OutOfNowhere_IV_Part-2,cmt,1,1,34,0.411765,0.764706,4.250000,2.870284,14.000000,0.064516,0.000000,0.000000,0.327781
OutOfNowhere_IV_Part-2,cmt,1,2,41,0.341463,0.804878,5.125000,2.625450,17.000000,0.028571,0.000000,0.000000,0.659790
OutOfNowhere_IV_Part-2,mingus,0,0,32,0.406250,0.656250,4.000000,3.331748,15.000000,0.000000,0.000000,0.000000,0.436785
OutOfNowhere_IV_Part-2,mingus,1,0,19,0.526316,0.631579,2.375000,2.755058,25.000000,0.000000,0.000000,0.000000,0.483168
OutOfNowhere_IV_Part-2,bebopnet,0,0,41,0.390244,0.585366,5.125000,3.155584,10.000000,0.000000,0.000000,0.000000,0.545643
OutOfNowhere_IV_Part-2,bebopnet,0,1,128,0.320312,0.578125,16.000000,3.462037,27.000000,0.037037,0.000000,0.000000,0.483995
OutOfNowhere_IV_Part-2,bebopnet,1,0,95,0.294737,0.589474,11.875000,3.432682,20.000000,0.045977,0.010989,0.000000,0.600870
OutOfNowhere_IV_Part-2,bebopnet,1,1,142,0.323944,0.577465,17.750000,3.534389,22.000000,0.040323,0.000000,0.000000,0.501524
OutOfNowhere_V,cmt,0,0,22,0.409091,0.772727,2.750000,2.386266,10.000000,0.052632,0.000000,0.000000,0.318271
OutOfNowhere_V,cmt,0,1,40,0.375000,0.775000,5.000000,3.013461,15.000000,0.000000,0.000000,0.000000,0.327491
OutOfNowhere_V,cmt,0,2,43,0.674419,0.837209,5.375000,2.065735,15.000000,0.156250,0.027778,0.000000,0.523988
OutOfNowhere_V,cmt,1,0,11,0.090909,0.727273,1.375000,1.617190,3.000000,0.125000,0.000000,0.000000,0.348365
OutOfNowhere_V,cmt,1,1,34,0.411765,0.764706,4.250000,2.870284,14.000000,0.064516,0.000000,0.000000,0.327781
OutOfNowhere_V,cmt,1,2,41,0.341463,0.804878,5.125000,2.625450,17.000000,0.028571,0.000000,0.000000,0.659790
OutOfNowhere_V,mingus,0,0,32,0.406250,0.656250,4.000000,3.331748,15.000000,0.000000,0.000000,0.000000,0.436785
OutOfNowhere_V,mingus,1,0,19,0.526316,0.631579,2.375000,2.755058,25.000000,0.000000,0.000000,0.000000,0.483168
OutOfNowhere_V,bebopnet,0,0,40,0.450000,0.600000,5.000000,3.146439,14.000000,0.000000,0.000000,0.000000,0.545643
OutOfNowhere_V,bebopnet,0,1,41,0.414634,0.609756,5.125000,3.409008,12.000000,0.000000,0.000000,0.000000,0.382686
OutOfNowhere_V,bebopnet,1,0,95,0.294737,0.589474,11.875000,3.432682,20.000000,0.045977,0.010989,0.000000,0.600870
OutOfNowhere_V,bebopnet,1,1,142,0.323944,0.577465,17.750000,3.534389,22.000000,0.040323,0.000000,0.000000,0.501524
PingPong_III,cmt,0,0,33,0.606061,0.606061,4.125000,2.246742,7.000000,0.034483,0.000000,0.000000,0.239187
PingPong_III,cmt,0,1,38,0.447368,0.736842,4.750000,2.794901,17.000000,0.058824,0.000000,0.000000,0.370720
PingPong_III,cmt,0,2,31,0.516129,0.645161,3.875000,2.267004,10.000000,0.000000,0.000000,0.000000,0.411721
PingPong_III,cmt,0,3,36,0.083333,0.194444,4.500000,1.878166,5.000000,0.000000,0.000000,0.000000,0.512794
PingPong_III,cmt,0,4,41,0.536585,0.536585,5.125000,2.207202,8.000000,0.000000,0.000000,0.000000,0.337685
