step,elapsed_sec,lr,val_loss,val_nll,val_p_top1,val_d_top1,val_p_entropy,val_d_entropy
188000,5285.15,0.0006898895477609006,4.583666682511868,4.583666682511868,31.633446942268918,36.1592323570048,4.865509009403665,1.2588503113284786
192000,5397.53,0.0006782059393566253,4.606609504690662,4.606609504690662,31.445983995483978,36.24814759567071,4.8654854535915195,1.2478272822458645
196000,5509.59,0.0006664097722614933,4.647395666492148,4.647395666492148,31.26741257143501,36.17849733163848,4.865523815041968,1.234131437430526
200000,5621.73,0.0006545084971874737,4.691668090413291,4.691668090413291,31.178497340683407,36.21628629755677,4.865519335373096,1.2201485184571697
204000,5733.86,0.0006425096312349881,4.652588006626168,4.652588006626168,31.342620040314678,36.20331950569266,4.8655770137879575,1.226488618703728
208000,5846.01,0.0006304207531449486,4.701436560494559,4.701436560494559,30.832098396360063,36.109588026986295,4.865560980979408,1.2085458106661098
212000,5958.34,0.0006182494985118624,4.731085267035864,4.731085267035864,31.3485477176162,35.96769414018723,4.865451077674364,1.2068677174387843
216000,6070.14,0.0006060035549610275,4.750851062577931,4.750851062577931,30.966212213738967,35.52126557056764,4.865528753232023,1.2077590575215373
220000,6182.35,0.0005936906572928624,4.770910245650042,4.770910245650042,30.98510669737648,35.75985476703565,4.8654808835299255,1.191296460420759
224000,6294.12,0.0005813185825974419,4.764504813695703,4.764504813695703,30.82691167934307,35.98251333728512,4.865598545967649,1.1663599784655478
228000,6406.23,0.0005688951453423192,4.759590044117709,4.759590044117709,31.04697687842115,35.59721400063633,4.865483314749328,1.1921807466064887
232000,6518.12,0.0005564281924367408,4.810130332218661,4.810130332218661,31.064389452117396,36.12255483603576,4.865463660635323,1.1676051903562428
236000,6630.02,0.0005439255982753716,4.817536152928414,4.817536152928414,30.78319502662609,35.36788677312809,4.865513398284098,1.1807178323906276
240000,6741.78,0.0005313952597646567,4.831640407526076,4.831640407526076,30.830245994065876,35.82024304537499,4.865476344277608,1.1590766684996283
244000,6853.83,0.0005188450913349674,4.822081731379067,4.822081731379067,30.81098103390407,35.60277118287146,4.865542609718472,1.155816802331238
248000,6965.7,0.0005062830199416764,4.841433811922644,4.841433811922644,31.064018973557992,35.52719323384952,4.865421154460896,1.1656691506973158
252000,7077.77,0.0004937169800583237,4.887709892580476,4.887709892580476,30.74133076806286,35.71391523504794,4.8654599588865635,1.13926773390688
256000,7189.96,0.00048115490866503283,4.874417463504993,4.874417463504993,30.731698277580293,35.37863070313296,4.865511543509093,1.1462394026941143
260000,7302.23,0.0004686047402353433,4.884928048681633,4.884928048681633,30.559795494509224,35.30972139305381,4.865491222218783,1.153832836863411
264000,7415.45,0.00045607440172462844,4.922030345236117,4.922030345236117,30.720583876478084,35.0029638429471,4.865497865490329,1.1294731542353242
268000,7527.68,0.00044357180756325913,4.910525520609622,4.910525520609622,30.994368697315117,35.3197243573472,4.865427211395155,1.1391207139592376
272000,7639.6,0.000431104854657681,4.95133758594669,4.95133758594669,30.643894490195084,35.35343805933818,4.865448853018443,1.1163317307821023
276000,7751.87,0.0004186814174025582,4.976785064690482,4.976785064690482,30.468286905023003,34.90923237238117,4.865454063178098,1.1378761200913325
280000,7865.07,0.00040630934270713783,4.931687407615133,4.931687407615133,30.348621817262625,34.93331356534749,4.865527116552782,1.141247753017247
284000,7976.92,0.0003939964450389728,5.004662788585579,5.004662788585579,30.50274155237439,34.87366627872379,4.865452417227808,1.1050590876792405
288000,8089.77,0.0003817505014881377,4.973820806750901,4.973820806750901,30.715397152451278,34.95702429354792,4.865441552576541,1.118182404280133
292000,8202.3,0.00036957924685505157,5.012544910202524,5.012544910202524,30.62759335805625,35.00000000135674,4.86542719952369,1.0994815624035812
296000,8314.26,0.00035749036876501193,5.018960787915025,5.018960787915025,30.655008891523416,34.71769413159455,4.865404980890696,1.120094804574416
300000,8426.09,0.00034549150281252633,5.010438004908084,5.010438004908084,30.62722288334094,34.85588323279959,4.865495734449386,1.111935127297307
304000,8538.3,0.00033359022773850675,5.048426803414753,5.048426803414753,30.599066388910877,34.66545643718835,4.865441459639933,1.0929489228876654
308000,8650.41,0.0003217940606433747,5.051839952745873,5.051839952745873,30.826170721545896,34.984439838999606,4.865421319022007,1.0943144851276418
312000,8762.4,0.0003101104522390994,5.04899069272207,5.04899069272207,30.60091878532586,34.69250148214669,4.865417170397403,1.0988772109477705
316000,8874.37,0.00029854678214316866,5.050262346476864,5.050262346476864,30.6364848835057,34.654342023197124,4.865415109398101,1.1075873651233168
320000,8987.37,0.00028711035421746366,5.074490229477173,5.074490229477173,30.586840544216155,34.869961469160714,4.865464545850862,1.0805432209123431
324000,9099.92,0.000275808391954984,5.10106975146137,5.10106975146137,30.42197688271749,34.676200352495215,4.865439598024704,1.08369661303194
328000,9212.41,0.0002646480339173337,5.081932875865581,5.081932875865581,30.516449316507554,34.41019560401794,4.865460826577558,1.0906360602053793
332000,9324.48,0.00025363632922585427,5.101692746133584,5.101692746133584,30.60832839834669,34.31164789408993,4.865401888600312,1.0823653095914685
336000,9438.95,0.00024278023310924697,5.1306511340794225,5.1306511340794225,30.699466503168185,34.47540012239774,4.86536676540273,1.0810193483548258
340000,9551.9,0.00023208660251050178,5.0690473578000255,5.0690473578000255,30.601659746514883,34.514671004136495,4.8654638848364105,1.0917298506616344
344000,9670.09,0.0002215621917559062,5.137052582987823,5.137052582987823,30.31342619741606,34.642116184833846,4.865456556298708,1.0645507455790757
348000,9786.15,0.0002112136482888663,5.159011567493975,5.159011567493975,30.465323060945288,34.66212211206388,4.865480262030492,1.0512487937941943
352000,9898.78,0.00020104750847124077,5.1621899155377635,5.1621899155377635,30.306016598414868,34.11121813689878,4.865396008211689,1.0699736186860225
356000,10011.86,0.00019107019345483272,5.1609184302447035,5.1609184302447035,30.617219921761034,34.33572910650284,4.865338056922736,1.0698660906631705
360000,10123.86,0.00018128800512565513,5.15593270447103,5.15593270447103,30.63685536229123,34.246813866254065,4.865411807774225,1.0710882289917
364000,10236.07,0.0001717071221235217,5.172282582312981,5.172282582312981,30.48014226098278,34.102697100410396,4.865414509889143,1.058822704774781
368000,10348.15,0.00016233359593948777,5.191671209894982,5.191671209894982,30.15893598419714,34.37722288899402,4.8654901717072345,1.048236035283105
372000,10460.57,0.00015317334709359743,5.2030657629749095,5.2030657629749095,30.455320096651903,34.3164641411402,4.865396767476641,1.0460273553438983
376000,10572.69,0.00014423216139535734,5.216207085944664,5.216207085944664,30.40493479323373,34.252000591185364,4.86536358684637,1.0455286480791128
380000,10684.86,0.00013551568628929433,5.21015808645903,5.21015808645903,30.40493480024355,33.85595732023536,4.8654351921850365,1.0592892419959783
384000,10796.95,0.00012702942728790896,5.2259843038254825,5.2259843038254825,30.18301718575614,34.380927684085215,4.865452995707314,1.035764468203795
388000,10908.83,0.00011877874449427617,5.239960549043069,5.239960549043069,30.297866036415666,34.288307642187675,4.865425772743247,1.0317665003006036
392000,11021.0,0.00011076884921648833,5.232453671304446,5.232453671304446,30.41456727941996,34.22606698190523,4.865393955805065,1.036946621616705
396000,11133.06,0.00010300480067608242,5.240288596727047,5.240288596727047,30.565352701617897,34.21161825703529,4.865336468916499,1.0396668756368532
400000,11245.96,9.549150281252633e-05,5.241462022366436,5.241462022366436,30.253778900390696,33.863366923080655,4.8654200969395305,1.0447334673677455
404000,11358.31,8.823370118578639e-05,5.24322097017416,5.24322097017416,30.284158271151885,33.87188796183027,4.86541578183177,1.0393422824925196
408000,11475.63,8.123597997892906e-05,5.261444197848625,5.261444197848625,30.379001181240117,33.848177239056795,4.865409377007069,1.0304007683128171
412000,11589.55,7.450275910265403e-05,5.26767408261302,5.26767408261302,30.374925899449085,34.01748666859408,4.865374618828756,1.0314525810726733
416000,11702.13,6.803829140358236e-05,5.268860183923854,5.268860183923854,30.35825429463005,34.01229994569788,4.865356671039918,1.0313096037685483
420000,11814.54,6.184665997806821e-05,5.266058486922648,5.266058486922648,30.375296387053414,34.03230586772708,4.865370079915624,1.0373556501143206
424000,11926.88,5.593177559322776e-05,5.2601221223095145,5.2601221223095145,30.19524303746068,33.70517190097703,4.865421901289076,1.0401509229714303
428000,12039.1,5.029737421681446e-05,5.274264236194676,5.274264236194676,30.32454060010113,33.85299347977562,4.865397228598241,1.0297180906441625
432000,12151.62,4.494701465750217e-05,5.263475784184174,5.263475784184174,30.41753112236706,34.11455245501344,4.865395030794443,1.0328471810279263
436000,12264.23,3.988407631706481e-05,5.276918273093648,5.276918273093648,30.391227032040163,34.08491404815475,4.865370131019452,1.0278138435869155
440000,12376.25,3.5111757055874326e-05,5.280550043301676,5.280550043301676,30.46161825861815,33.909676939959205,4.865355997419103,1.0334402831263563
444000,12488.49,3.0633071173062964e-05,5.268666375481877,5.268666375481877,30.257113220992707,33.81779787033072,4.8654106617821835,1.0335540474980416
448000,12600.73,2.6450847502627883e-05,5.2888774835081165,5.2888774835081165,30.218583285744966,33.84891819821071,4.865403043693809,1.0286483823864434
452000,12713.02,2.256772762667858e-05,5.274166863729209,5.274166863729209,30.3638115015126,33.88930053349141,4.865408393654091,1.0306401329204466
456000,12825.9,1.898616420695709e-05,5.2856152059060975,5.2856152059060975,30.358254299830882,33.8870776524117,4.865384928008544,1.0282900210874069
460000,12937.84,1.5708419435684518e-05,5.284446426418737,5.284446426418737,30.34232365348739,33.98599585491875,4.865365587527327,1.031423038904951
464000,13049.69,1.2736563606711382e-05,5.278798404641595,5.278798404641595,30.26748666565448,33.90337878319379,4.865392464805653,1.0328330179185081
468000,13162.93,1.0072473807876569e-05,5.284322064687461,5.284322064687461,30.217471839891218,33.899303501628886,4.865407479042546,1.0281777935333343
472000,13274.73,7.71783273539728e-06,5.283576298325317,5.283576298325317,30.294531709482207,33.97117664402734,4.86539929508103,1.0288745432403148
476000,13387.46,5.674127631043025e-06,5.285097484102458,5.285097484102458,30.34973325588043,33.945613519864175,4.86538881342582,1.0286983715406732
480000,13499.38,3.942649342761062e-06,5.287404038429826,5.287404038429826,30.333432130073046,33.99155305750496,4.865386213575091,1.0289403164111162
484000,13611.68,2.5244915093499133e-06,5.284587528384785,5.284587528384785,30.326022527227757,33.977845292015054,4.865386809183425,1.0296759137898135
488000,13724.13,1.420549869693033e-06,5.285391806877783,5.285391806877783,30.32898636248667,33.96932424874297,4.865387812830954,1.0291453002682083
492000,13835.89,6.315216969912663e-07,5.286904058303787,5.286904058303787,30.320835805009935,33.95117071611894,4.865390694091923,1.028530527404871
496000,13948.28,1.5790535835003005e-07,5.286936969112629,5.286936969112629,30.327133967428427,33.961173679960076,4.865389761390528,1.0286881709423867
500000,14061.45,0.0,5.286901681127814,5.286901681127814,30.327874927486832,33.95746887853743,4.865389891637453,1.0287146679946637
